Avg Threads Running,1,1,1.7000000000000002,2.1,3.1,4,4.199999999999999,4.5,5,5.444444444444445,6,7,6.625,6.75,6.142857142857143,5.5,6,6.5,6.666666666666666,6.666666666666666,6.666666666666666,5.5,6,11,11,11,11,11,11,11,11,11,11,11,19,19,19,14,14,14,14,14,14,14,9,9,9,14,14,13,10,10,10,10,10,20,20,32,32,38.66666666666667,56,56,56,56,56,62,62,21,18.5,18.5,18.5,18.5,19.333333333333332,19.5,20.2,21.166666666666664,21.166666666666664,21.2,22.5,26.4,26.4,26.4,27.8,29.75,32,33.66666666666667,33.66666666666667,33.66666666666667,33.66666666666667,26.333333333333332,24.25,24.25,23,23,23,19,19,19,19,18
Peak Threads Connected,1,1,8,8,11,11,11,11,11,11,11,11,11,11,10,9,9,9,9,9,9,6,6,11,11,11,11,11,11,11,11,11,11,11,19,19,19,19,19,19,19,19,19,19,9,9,9,14,14,14,14,14,14,14,14,50,50,62,62,62,62,62,62,62,62,62,62,21,21,21,21,21,21,21,23,26,26,26,26,42,42,42,42,42,42,42,42,42,42,31,31,31,31,31,31,20,20,20,20,18
Peak Threads Running,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,21,21,49,49,49,49,49,49,49,49,49,49,2,2,2,2,2,4,4,4,4,4,4,4,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,8,4,4,4,4,1
Questions,37.22222222222222,38.66666666666667,137,282.33333333333337,397.22222222222223,540.4444444444445,706.7777777777778,872.7777777777777,1014.5555555555557,981.291375,986.0690285714285,1274.822695035461,1231.4444444444446,1254.5555555555557,1094.84815,941.5453142857143,789.0201333333333,664.2578799999999,331.49999999999994,331.49999999999994,292.57894736842104,207.4538,234.05000000000004,195,195,195,195,195,195,195,160.95,613.5406626506024,728.5005020080321,843.4603413654619,878.1782128514056,763.2183734939757,648.258534136546,533.2986947791164,401.82483725588384,458.3138197713517,444.9,444.9,444.9,444.9,1117.3673673673673,1117.3673673673673,1133.349919144172,1133.349919144172,1165.250637213254,453,453,576.8879647749511,466.075831702544,355.26369863013707,242.8616303219107,201.4,201.4,201.4,827.0062600321028,892.1435239532675,987.3642323711044,1125.5808112520406,1003.8267348989075,908.9161714285714,419.6000000000001,965.5084524149757,1105.7444984281224,886.3371463275222,1137.2005323868677,1141.5918163672654,1151.653363740023,1134.8782927642546,1134.8782927642546,1134.8782927642546,866.876783927976,1140.3884604398743,1127.7555110220442,1127.7555110220442,954.8269416014449,840.7189745133455,726.6110074252458,203.8,203.8,203.8,167.37749490835031
Threads Created,0,0,0,0,0.22222222222222224,0.22222222222222224,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.64665,0.6533142857142856,1.3297872340425532,1.3333333333333335,1.1111111111111112,1.0985833333333332,0.6704571428571429,0.6872,0.7146399999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8930722891566265,1.060408299866131,1.2277443105756358,1.2782797858099062,1.1109437751004014,0.9436077643908968,0.7762717536813922,0,0,0,0,0,0,5.63063063063063,5.63063063063063,8.458763527801965,8.458763527801965,9.62900028320589,4.6,4.6,5.858023483365949,4.732778864970646,3.607534246575343,0,0,0,0,3.1282905296950245,2.8905975739281127,2.75240916271722,3.0139394700489763,2.687921637573779,2.741828571428571,0.2666666666666667,2.7450485853100886,3.1437553586739067,2.519955701629037,2.5510204081632653,2.8692614770459084,2.9931584948688714,2.1673891297099033,2.1673891297099033,2.1673891297099033,1.6555601867289098,5.712653527563553,5.01002004008016,5.01002004008016,4.701926550270921,4.140016054585592,3.578105558900261,0,0,0,0
Created Tmp Disk Tables,8.777777777777779,8.88888888888889,9,8.88888888888889,9,9.11111111111111,9,9,9,7.975350000000001,7.077571428571427,8.976063829787234,9.11111111111111,8.88888888888889,7.690083333333332,6.928057142857144,5.955733333333333,5.121586666666666,2.6999999999999997,2.6999999999999997,2.382995951417004,1.2975999999999999,2.1604615384615387,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.4856923076923079,4.643975903614458,5.514123159303882,6.384270414993306,6.647054886211512,5.7769076305220874,4.906760374832663,4.036613119143239,3.085027541311968,4.017585743106927,3.9,3.9,3.9,3.9,8.883883883883884,8.883883883883884,9.205125015549196,9.205125015549196,9.062588501840839,3.8,3.8,4.839236790606654,3.9096868884540124,2.9801369863013702,2.4117341640706127,2,2,2,6.683166131621188,7.357884733635196,7.881898965962947,9.041818410146929,8.063764912721336,7.083057142857141,3.3333333333333335,7.736046013146613,8.859674192626464,7.101693340954559,8.984028393966282,9.231536926147706,9.264538198403649,8.836278759586529,8.836278759586529,8.836278759586529,6.749591530510171,8.711796629534419,9.01803607214429,9.01803607214429,7.89251956652619,6.9493126630543856,6.0061057595825815,2.2,2.2,2.2,1.8068228105906314
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12439358129120537,0.12439358129120537,0.1416029453412631,0.2,0.2,0.25469667318982386,0.20577299412915853,0.15684931506849317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.33333333333333337,2.4444444444444446,2.7777777777777777,4.222222222222222,10.777777777777779,13,15.11111111111111,14.6574,14.808457142857142,21.38741134751773,20.333333333333336,21.11111111111111,19.444924999999998,13.185657142857144,11.224266666666667,9.409426666666665,2.8499999999999996,2.8499999999999996,2.5153846153846153,1.6219999999999999,0.48010256410256413,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.33015384615384613,6.430120481927711,7.634939759036143,8.839759036144578,9.203614457831325,7.998795180722891,6.793975903614457,5.589156626506024,4.049098647971958,3.399495628782784,3.3,3.3,3.3,3.3,13.88888888888889,13.88888888888889,17.16631421818634,17.16631421818634,19.399603511753046,9.6,9.6,12.225440313111545,9.87710371819961,7.528767123287674,3.8587746625129804,3.2,3.2,3.2,13.081942215088285,12.350735088601935,13.011388769208674,15.697601406505086,13.999591862363431,12.452471428571428,4.4,10.730644469848528,12.289225492998,9.850735924549872,14.086069210292814,14.595808383233535,13.6830102622577,15.338446148716239,15.338446148716239,15.338446148716239,11.716272090696899,20.422736361039703,19.789579158316634,19.789579158316634,18.3039283564118,16.11649106963677,13.929053782861732,3,3,3,2.463849287169043
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.444444444444446,29.444444444444446,29.22222222222222,28.333333333333336,29,30,28.333333333333336,28.888888888888893,29.22222222222222,26.404874999999997,22.757114285714284,28.701241134751776,29.111111111111114,28.888888888888893,24.718124999999997,23.242514285714286,19.2416,16.436719999999998,9.599999999999998,9.599999999999998,8.472874493927126,5.1903999999999995,5.281128205128206,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.6316923076923073,12.860240963855421,15.269879518072287,17.679518072289156,18.40722891566265,15.997590361445782,13.587951807228913,11.178313253012048,7.519754631947921,10.816577000672494,10.5,10.5,10.5,10.5,26.776776776776778,26.776776776776778,30.60082099763652,30.60082099763652,30.444633248371566,14.2,14.2,18.083463796477496,14.609882583170256,11.136301369863016,6.994029075804777,5.8,5.8,5.8,22.040228731942214,24.570079378388957,25.272120494039925,29.0091673992214,25.87124576164762,23.07705714285714,10.133333333333335,24.331112460703057,27.86510431551872,22.335970991711918,28.83762200532387,30.563872255489024,30.786773090079816,28.842947649216406,28.842947649216406,28.842947649216406,22.03168556185395,28.563267637817766,28.306613226452907,28.306613226452907,25.18889223359422,22.178657435279955,19.168422636965683,5.2,5.2,5.2,4.270672097759674
Sort Rows,80.88888888888889,80.88888888888889,91,91,91,101.11111111111111,91,91,91,88.267725,79.26879999999998,90.75797872340425,91,91,69.97975833333332,61.0116,52.11266666666667,43.35482666666666,27.299999999999994,27.299999999999994,24.094736842105263,14.760199999999998,21.84466666666667,18.2,18.2,18.2,18.2,18.2,18.2,18.2,15.022,32.507831325301204,38.598862115127176,44.68989290495314,46.52938420348058,40.43835341365461,34.347322623828646,28.256291834002678,17.546094141211817,28.123100201748485,27.3,27.3,27.3,27.3,79.70470470470471,79.70470470470471,101.87834307749719,101.87834307749719,103.08694420843953,54.6,54.6,69.53219178082192,56.176027397260285,42.81986301369864,22.187954309449637,18.4,18.4,18.4,78.4916532905297,84.61567443680475,80.5705227631768,92.42747708150195,82.42959688559588,73.57239999999999,24.53333333333334,68.87576450414403,78.8796799085453,63.2279794226922,91.83673469387756,103.2934131736527,104.90307867730901,92.03067689229744,92.03067689229744,92.03067689229744,70.2976325441814,78.83461868037703,92.18436873747495,92.18436873747495,92.69512341962674,81.61745936183023,70.53979530403373,36.8,36.8,36.8,30.223217922606928
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
