,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
71,1694850043724,1.347,0.0,0,0,COMMIT,1415,1694850043722.653
72,1694850132836,1.153,0.0,0,0,COMMIT,1423,1694850132834.847
73,1694850216214,1.108,0.0,0,0,COMMIT,1425,1694850216212.892
74,1694849573816,1.052,0.0,0,0,COMMIT,1439,1694849573814.948
75,1694849590120,1.378,0.108,1,368,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 6\
              AND OL_O_ID < 21154\
              AND OL_O_ID >= 21134\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 11",1441,1694849590118.622
76,1694849645845,1.426,0.0,0,0,COMMIT,1433,1694849645843.574
77,1694849667429,1.011,0.0,0,0,COMMIT,1435,1694849667427.989
78,1694849669487,1.179,0.0,0,0,COMMIT,1442,1694849669485.821
80,1694849674930,2.989,0.0,0,0,COMMIT,1443,1694849674927.011
83,1694849729519,1.097,0.0,0,0,COMMIT,1436,1694849729517.903
84,1694849916079,1.537,0.077,1,392,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 6\
              AND OL_O_ID < 21181\
              AND OL_O_ID >= 21161\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 19",1454,1694849916077.463
85,1694849963062,1.204,0.0,0,0,COMMIT,1448,1694849963060.796
86,1694850000788,1.053,0.0,0,0,COMMIT,1456,1694850000786.947
87,1694850088552,1.089,0.0,0,0,COMMIT,1459,1694850088550.911
88,1694850150342,1.073,0.0,0,0,COMMIT,1461,1694850150340.927
89,1694850189984,1.026,0.0,0,0,COMMIT,1455,1694850189982.974
90,1694850228944,1.07,0.0,0,0,COMMIT,1465,1694850228942.93
91,1694850432289,1.169,0.0,0,0,COMMIT,1470,1694850432287.831
92,1694850504958,1.073,0.0,0,0,COMMIT,1475,1694850504956.927
93,1694849643144,1.058,0.0,0,0,COMMIT,1474,1694849643142.942
96,1694849696535,5.324,0.0,0,0,COMMIT,1477,1694849696529.676
98,1694849708832,3.2,0.0,0,0,COMMIT,1485,1694849708828.8
99,1694849744564,1.043,0.0,0,0,COMMIT,1486,1694849744562.957
100,1694849826387,1.003,0.0,0,0,COMMIT,1489,1694849826385.997
101,1694850040049,1.453,0.0,0,0,COMMIT,1490,1694850040047.547
102,1694850091144,1.115,0.0,0,0,COMMIT,1491,1694850091142.885
103,1694850103476,1.082,0.0,0,0,COMMIT,1493,1694850103474.918
104,1694850293079,1.21,0.064,0,0,"INSERT INTO order_line (OL_O_ID, OL_D_ID, OL_W_ID, OL_NUMBER, OL_I_ID, OL_SUPPLY_W_ID, OL_DELIVERY_D, OL_QUANTITY, OL_AMOUNT, OL_DIST_INFO) VALUES (21185, '01', 4, 3, 83987, 4, '2023-09-16 15:32:06.702072', 5, 84.20, 'speD4S8ZETMhTcStWHBEjxeG')",1504,1694850293077.79
105,1694850487414,1.286,0.0,0,0,COMMIT,1514,1694850487412.714
106,1694849640273,1.097,0.0,0,0,COMMIT,1509,1694849640271.903
108,1694849685310,2.392,0.0,0,0,COMMIT,1510,1694849685307.608
110,1694849752525,1.709,0.076,1,386,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 1\
              AND OL_O_ID < 21294\
              AND OL_O_ID >= 21274\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 14",1531,1694849752523.291
111,1694849812729,1.129,0.0,0,0,COMMIT,1515,1694849812727.871
112,1694849909002,2.004,0.088,1,456,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 9\
              AND OL_O_ID < 21160\
              AND OL_O_ID >= 21140\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 10",1538,1694849908999.996
113,1694849957826,1.061,0.0,0,0,COMMIT,1525,1694849957824.939
114,1694850132635,1.31,0.0,0,0,COMMIT,1546,1694850132633.69
115,1694850432741,1.167,0.0,0,0,COMMIT,1549,1694850432739.833
116,1694849600070,1.213,0.0,0,0,COMMIT,1556,1694849600068.787
117,1694849641799,1.083,0.0,0,0,COMMIT,1559,1694849641797.917
118,1694849658516,1.213,0.0,0,0,COMMIT,1554,1694849658514.787
121,1694849677982,1.23,0.0,0,0,COMMIT,1557,1694849677980.77
124,1694849922877,1.04,0.0,0,0,COMMIT,1560,1694849922875.96
125,1694850281979,1.036,0.0,0,0,COMMIT,1582,1694850281977.964
126,1694850295633,1.029,0.0,0,0,COMMIT,1594,1694850295631.971
127,1694850406482,1.32,0.0,0,0,COMMIT,1600,1694850406480.68
128,1694850498728,1.106,0.0,0,0,COMMIT,1599,1694850498726.894
129,1694849650761,1.612,0.089,1,412,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 8\
              AND OL_O_ID < 21007\
              AND OL_O_ID >= 20987\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",1611,1694849650759.388
134,1694849694092,2.041,0.0,0,0,COMMIT,1612,1694849694089.959
136,1694849791098,1.068,0.0,0,0,COMMIT,1618,1694849791096.932
137,1694849816057,1.161,0.0,0,0,COMMIT,1610,1694849816055.839
138,1694849869924,1.099,0.0,0,0,COMMIT,1615,1694849869922.901
139,1694849888234,1.018,0.0,0,0,COMMIT,1622,1694849888232.982
140,1694849956981,1.084,0.0,0,0,COMMIT,1621,1694849956979.916
141,1694850103105,1.086,0.0,0,0,COMMIT,1624,1694850103103.914
142,1694850103941,1.645,0.0,0,0,COMMIT,1630,1694850103939.355
143,1694850178515,1.1,0.0,0,0,COMMIT,1629,1694850178513.9
144,1694850300422,1.562,0.084,0,0,"INSERT INTO order_line (OL_O_ID, OL_D_ID, OL_W_ID, OL_NUMBER, OL_I_ID, OL_SUPPLY_W_ID, OL_DELIVERY_D, OL_QUANTITY, OL_AMOUNT, OL_DIST_INFO) VALUES (21106, '06', 3, 5, 51791, 3, '2023-09-16 15:32:09.652065', 8, 365.52, '8bl6Ci9E0HUiwpRHQPfbzqms')",1635,1694850300420.438
145,1694850343952,1.18,0.0,0,0,COMMIT,1639,1694850343950.82
146,1694850426256,1.053,0.0,0,0,COMMIT,1644,1694850426254.947
151,1694849710169,1.005,0.0,0,0,COMMIT,1649,1694849710167.995
152,1694849767430,1.053,0.0,0,0,COMMIT,1657,1694849767428.947
153,1694849827091,1.08,0.0,0,0,COMMIT,1659,1694849827089.92
154,1694849928555,1.749,0.0,0,0,COMMIT,1665,1694849928553.251
155,1694849963246,1.067,0.0,0,0,COMMIT,1661,1694849963244.933
156,1694849980460,1.075,0.0,0,0,COMMIT,1658,1694849980458.925
157,1694850142299,1.024,0.0,0,0,COMMIT,1666,1694850142297.976
158,1694850247307,1.137,0.0,0,0,COMMIT,1675,1694850247305.863
159,1694850300507,4.101,0.064,0,1,"UPDATE stock SET S_QUANTITY = 65, S_YTD = 121, S_ORDER_CNT = 15, S_REMOTE_CNT = 0 WHERE S_I_ID = 92710 AND S_W_ID = 2",1674,1694850300502.899
160,1694849540694,1.004,0.0,0,0,COMMIT,1690,1694849540692.996
161,1694849572163,1.025,0.0,0,0,COMMIT,1691,1694849572161.975
162,1694849663280,1.028,0.0,0,0,COMMIT,1687,1694849663278.972
165,1694850063738,1.116,0.0,0,0,COMMIT,1702,1694850063736.884
166,1694850300316,1.266,0.0,0,0,ROLLBACK,1717,1694850300314.734
167,1694849561091,1.039,0.0,0,0,COMMIT,1732,1694849561089.961
171,1694849759713,1.283,0.0,0,0,COMMIT,1738,1694849759711.717
172,1694849888654,1.143,0.0,0,0,COMMIT,1736,1694849888652.857
173,1694849941165,1.138,0.0,0,0,COMMIT,1745,1694849941163.862
174,1694850035126,1.473,0.07,1,400,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 10\
              AND OL_O_ID < 21078\
              AND OL_O_ID >= 21058\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",1750,1694850035124.527
175,1694850043264,1.044,0.0,0,0,COMMIT,1740,1694850043262.956
176,1694850095678,1.115,0.0,0,0,COMMIT,1751,1694850095676.885
177,1694850110387,1.082,0.0,0,0,COMMIT,1735,1694850110385.918
178,1694850116337,1.006,0.0,0,0,COMMIT,1747,1694850116335.994
179,1694850117010,1.003,0.0,0,0,COMMIT,1742,1694850117008.997
180,1694850298366,1.826,0.0,0,0,COMMIT,1744,1694850298364.174
181,1694850401031,1.121,0.0,0,0,COMMIT,1749,1694850401029.879
182,1694850414662,1.192,0.0,0,0,COMMIT,1757,1694850414660.808
183,1694850524612,1.28,0.0,0,0,COMMIT,1755,1694850524610.72
184,1694849534491,1.413,0.0,0,0,COMMIT,1768,1694849534489.587
185,1694849588930,1.016,0.0,0,0,COMMIT,1759,1694849588928.984
189,1694849695276,1.247,0.0,0,0,COMMIT,1773,1694849695274.753
190,1694849701388,1.544,0.0,0,0,COMMIT,1762,1694849701386.456
192,1694849880319,1.166,0.0,0,0,COMMIT,1780,1694849880317.834
193,1694849896555,1.55,0.087,1,386,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 5\
              AND OL_O_ID < 21199\
              AND OL_O_ID >= 21179\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",1782,1694849896553.45
194,1694849941691,1.376,0.0,0,0,COMMIT,1776,1694849941689.624
195,1694849982114,1.066,0.0,0,0,COMMIT,1783,1694849982112.934
196,1694850131191,1.131,0.0,0,0,COMMIT,1792,1694850131189.869
197,1694850245690,1.077,0.0,0,0,COMMIT,1795,1694850245688.923
198,1694850287124,1.032,0.0,0,0,COMMIT,1798,1694850287122.968
199,1694850303414,1.464,0.0,0,0,COMMIT,1800,1694850303412.536
200,1694850360349,1.124,0.0,0,0,COMMIT,1803,1694850360347.876
201,1694849619009,1.049,0.0,0,0,COMMIT,1809,1694849619007.951
205,1694849734776,1.021,0.0,0,0,ROLLBACK,1816,1694849734774.979
206,1694849759699,1.036,0.0,0,0,COMMIT,1815,1694849759697.964
207,1694849837895,1.34,0.0,0,0,COMMIT,1814,1694849837893.66
208,1694849846169,1.286,0.0,0,0,COMMIT,1818,1694849846167.714
209,1694849989652,1.148,0.0,0,0,COMMIT,1830,1694849989650.852
210,1694850083314,1.122,0.0,0,0,COMMIT,1829,1694850083312.878
211,1694850100232,1.147,0.0,0,0,COMMIT,1833,1694850100230.853
212,1694850106453,1.048,0.0,0,0,COMMIT,1831,1694850106451.952
213,1694850198844,1.071,0.0,0,0,COMMIT,1832,1694850198842.929
214,1694850457160,1.077,0.0,0,0,COMMIT,1845,1694850457158.923
215,1694850505788,1.44,0.0,0,0,COMMIT,1847,1694850505786.56
216,1694849609743,1.165,0.0,0,0,COMMIT,1852,1694849609741.835
217,1694849632716,1.248,0.0,0,0,COMMIT,1846,1694849632714.752
219,1694849671484,2.263,0.0,0,0,COMMIT,1862,1694849671481.737
222,1694849742518,1.064,0.0,0,0,COMMIT,1864,1694849742516.936
223,1694849831960,1.343,0.0,0,0,COMMIT,1860,1694849831958.657
224,1694849927347,1.414,0.0,0,0,COMMIT,1867,1694849927345.586
225,1694849969421,1.017,0.0,0,0,COMMIT,1872,1694849969419.983
226,1694849978856,1.134,0.0,0,0,COMMIT,1874,1694849978854.866
227,1694850004944,1.098,0.0,0,0,COMMIT,1871,1694850004942.902
228,1694850100538,1.077,0.0,0,0,COMMIT,1883,1694850100536.923
229,1694850193323,1.006,0.0,0,0,COMMIT,1880,1694850193321.994
230,1694849557912,1.053,0.0,0,0,COMMIT,1898,1694849557910.947
233,1694849698036,1.169,0.0,0,0,COMMIT,1904,1694849698034.831
235,1694849819703,1.622,0.085,1,374,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 7\
              AND OL_O_ID < 20991\
              AND OL_O_ID >= 20971\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 20",1911,1694849819701.378
236,1694850178838,1.422,0.074,1,352,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 2\
              AND OL_O_ID < 21103\
              AND OL_O_ID >= 21083\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 14",1926,1694850178836.578
237,1694850179744,1.071,0.0,0,0,COMMIT,1922,1694850179742.929
238,1694850285196,1.038,0.0,0,0,COMMIT,1925,1694850285194.962
239,1694850355802,1.859,0.0,0,0,COMMIT,1928,1694850355800.141
240,1694850405402,1.009,0.0,0,0,COMMIT,1935,1694850405400.991
241,1694850458794,1.023,0.0,0,0,COMMIT,1937,1694850458792.977
242,1694849600831,1.016,0.0,0,0,COMMIT,1940,1694849600829.984
244,1694849681041,1.996,0.0,0,0,COMMIT,1944,1694849681039.004
247,1694849740618,1.135,0.0,0,0,COMMIT,1939,1694849740616.865
248,1694849853645,1.383,0.071,1,410,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 1\
              AND OL_O_ID < 21112\
              AND OL_O_ID >= 21092\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",1954,1694849853643.617
