Avg Threads Running,1,1,1.3,2.2,3.1,3.5,4.2,4.6,4.9,5.6,6.3,6.888888888888889,7.25,11.25,11.428571428571427,12.5,13.4,15.5,19.333333333333336,25,42,42,42,35,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,42,39,39,39,39,39,51,45.666666666666664,45.666666666666664,45.666666666666664,45.666666666666664,49,49,49,49,49,35,27,27,27,27,27,27,27,27,27,27,24,24,24,24,19,19,19,19,19,19,14,14,14,14,38,38,38,33,33,33,30.333333333333336,26,24.6,24.6,21.25,21.25,22,20.5,20.5,20.5,19.75,23,23,23,23,23
Peak Threads Connected,1,1,4,10,10,10,10,10,10,10,10,10,10,42,42,42,42,42,42,42,42,42,42,35,42,42,42,42,42,42,42,42,42,42,39,39,39,39,39,63,63,63,63,63,63,63,63,63,63,35,27,27,27,27,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,14,14,14,14,38,38,38,38,38,38,38,38,38,38,28,28,28,25,25,25,25,26,26,26,26,26
Peak Threads Running,1,1,2,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,16,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,45,45,45,45,45,45,45,45,45,45,16,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,9,9,9,7,7,7,4,6,6,6,6,6
Questions,37.22222222222222,38.66666666666667,85.55555555555556,192.55555555555557,331.44444444444446,494.33333333333337,625.7777777777778,748,880.4444444444446,1036.3333333333335,1157.888888888889,1073.0079,974.7449142857142,1253.355518580144,1077.1329746309004,958.2747826086955,852.0902743142145,741.0362711864407,611.1282627646326,561.6533001658374,238.97547169811324,205.2,205.2,205.2,205.2,205.2,205.2,205.2,169.9981132075472,1158.2849128431176,1150.2260927817786,1150.2260927817786,1150.2260927817786,875.8684140010048,217.4,217.4,217.4,217.4,178.8004081632653,766.0209588353413,1120.7329317269077,1120.7329317269077,1120.7329317269077,799.4188002008032,687.3455070281124,623.9073033707865,740.1994382022474,856.4915730337079,1153.525587597933,1133.7826211643246,1119.513418610484,1119.513418610484,721.0666666666666,759.2476421449743,1132.8351550301136,1127.3152010679125,917.5030535624898,804.7715334556983,1127.3009536482589,1131.3333333333335,853.9988966900703,1086.9274490137077,882.4763958542293,773.7836509528586
Threads Created,0,0,0,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.401075,0,3.3277870216306153,3.2956643792888336,3.3521739130434782,3.435847880299252,3.5729810568295113,3.8411581569115816,4.6213930348258705,1.6304369414101292,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.1598311817279048,5.40973752754959,4.521855635571931,4.521855635571931,4.521855635571931,3.4432800200971356,0,0,0,0,0,1.8871736947791162,2.7610441767068274,2.7610441767068274,2.7610441767068274,1.9694528112449798,1.693348393574297,0.1772967614011897,0.2103436880370126,0.24339061467283546,1.8336389398233037,1.577287066246057,1.3794833207925756,1.3794833207925756,1.3333333333333333,1.4039342495284288,3.2344412223957164,3.1703654263307195,2.5803075810668004,2.2632710384337282,3.992015968063872,4.111111111111112,2.3641925777331996,3.009027081243731,2.4430290872617855,2.1421263791374123
Created Tmp Disk Tables,9,9,9,8.88888888888889,8.88888888888889,9,9.11111111111111,9,9,9,9,7.7598,6.750914285714285,8.985024958402661,7.909594510293201,6.927826086956522,6.069997921862012,5.478570953805251,4.481351183063512,4.31330016583748,1.6304369414101292,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.1598311817279048,9.216589861751153,9.211187405794673,9.211187405794673,9.211187405794673,7.0140889298274995,1.8,1.8,1.8,1.8,1.480408163265306,6.347766064257028,9.28714859437751,9.28714859437751,9.28714859437751,6.624523092369477,5.695808232931727,4.964309319233311,5.889623265036353,6.8149372108393935,9.334889148191365,9.033553197591052,9.029345372460496,9.029345372460496,5.866666666666666,6.177310697925087,9.14566138746375,9.01051226430836,7.333505756716169,6.432454530285332,9.09292526058993,9.222222222222223,6.829889669007021,8.692744901370778,7.057639585422936,6.1883650952858575
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,1.5555555555555558,6.222222222222223,10,11.333333333333334,13.777777777777777,15.11111111111111,17.22222222222222,21.333333333333336,20.585024999999998,19.381657142857144,21.29783693843594,17.35716573092119,16.31391304347826,14.201504571903575,13.339129278830177,11.907590286425904,8.62660033167496,1.8633565044687193,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.3255213505461767,20.837507513524343,17.584994138335286,17.584994138335286,17.584994138335286,13.390533411488864,0.2,0.2,0.2,0.2,0.16448979591836735,11.837725903614457,17.319277108433734,17.319277108433734,17.319277108433734,12.353840361445783,10.62191265060241,13.829147389292796,16.406807666886984,18.984467944481167,23.670611768628103,21.795239460854603,20.692249811888637,20.692249811888637,11.6,12.21422797089733,11.710907874191388,6.841314867345235,5.568032148617832,4.883900661883308,7.429585273896651,7,8.406018054162487,10.698762955533265,8.68632564359746,7.616449348044132
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.444444444444446,29.444444444444446,28.555555555555554,29.444444444444446,27.555555555555554,28.555555555555554,29,28.666666666666668,28.666666666666668,29.555555555555554,28.666666666666668,25.21935,21.232714285714284,29.173599556295063,25.37661572052402,21.565652173913044,19.24074812967581,17.745805915586573,13.572092154420924,13.710132669983414,5.822989076464747,5,5,5,5,5,5,5,4.1422542204568025,29.25265477860148,30.313180371797017,30.313180371797017,30.313180371797017,23.082729023614135,7,7,7,7,5.757142857142857,20.0726656626506,29.367469879518076,29.367469879518076,29.367469879518076,20.94781626506024,18.011069277108433,14.715631196298744,17.458526107072046,20.201421017845345,29.838306384397402,28.82133639231431,28.467519438174065,28.467519438174065,19.2,20.216653193209375,30.22529556100825,29.200734189888202,23.765990878246846,20.845917459258025,29.385673098247945,29.666666666666668,21.409077231695086,27.24841190237379,22.12298562353728,19.398144433299898
Sort Rows,89,89,89,89,79.11111111111111,98.88888888888889,89,89,89,89,89,76.7358,58.144971428571424,88.85191347753742,68.43996360989811,59.668695652173916,50.96507689110557,52.99921900963775,34.18630759651308,41.13039800995025,0,0,0,0,0,0,0,0,0,89.16048887998397,104.33763188745604,104.33763188745604,104.33763188745604,79.45049824150058,35.6,35.6,35.6,35.6,29.279183673469383,61.762048192771076,90.36144578313254,90.36144578313254,90.36144578313254,64.45481927710844,55.41867469879518,63.82683410442828,75.72372769332453,87.62062128222077,105.01750291715287,90.33553197591053,90.29345372460496,90.29345372460496,48,50.54163298302343,90.3412893151907,90.1051226430836,73.3350575671617,64.32454530285332,99.80039920159679,100,59.104814443329985,75.22567703109328,61.07572718154463,53.553159478435305
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16669444907484582,0.14338973329509608,0.1254075746175069,0.1254075746175069,0.13333333333333333,0.14039342495284288,0.11153245594467989,0,0,0,0,0,0,0,0,0
table_open_cache_hits,278,280.33333333333337,371.11111111111114,582.6666666666667,856,1172.5555555555557,1426.7777777777778,1663.1111111111113,1919.5555555555554,2224.4444444444443,2460.777777777778,2268.340425,2053.257914285714,2641.708264004437,2274.008421709295,2024.8247826086958,1800.2697610141313,1566.2757959454968,1295.3665691158158,1188.7763349917082,510.7926017874876,438.6,438.6,438.6,438.6,438.6,438.6,438.6,363.3585402184707,2461.6309356842316,2437.2801875732707,2437.2801875732707,2437.2801875732707,1855.9279308323562,453.4,453.4,453.4,453.4,372.89836734693876,1621.4253263052208,2372.238955823293,2372.238955823293,2372.238955823293,1692.118047188755,1454.8941516064256,1317.3149372108394,1562.8536021150035,1808.3922670191673,2443.0738456409404,2401.347863492974,2375.4702784048154,2375.4702784048154,1534.9333333333332,1616.2091080571272,2402.632165960294,2388.786918071083,1944.1938595027532,1705.3151676956447,2388.4453315591036,2393.777777777778,1810.9715145436307,2304.914744232698,1871.3602808425276,1640.868806419258
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16669444907484582,0.14338973329509608,0.1254075746175069,0.1254075746175069,0.13333333333333333,0.14039342495284288,0.11153245594467989,0,0,0,0,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1,1,1,1,0.888888888888889,1.1111111111111112,1,1,1,1,1,0.8622,0.6533142857142856,0.9983361064891845,0.7689883551673945,0.6704347826086956,0.5726413133832087,0.5954968428049185,0.38411581569115816,0.462139303482587,0,0,0,0,0,0,0,0,0,1.0018032458425166,1.1723329425556859,1.1723329425556859,1.1723329425556859,0.8927022274325909,0.4,0.4,0.4,0.4,0.3289795918367347,0.6862449799196787,1.0040160642570282,1.0040160642570282,1.0040160642570282,0.7161646586345382,0.6157630522088353,0.7091870456047588,0.8413747521480504,0.9735624586913418,1.1668611435239207,1.0037281330656724,1.0032605969400552,1.0032605969400552,0.5333333333333333,0.5615736998113715,1.0037921035021191,1.0011680293675955,0.8148339729684633,0.7147171700317037,1.1088933244621866,1.1111111111111112,0.6567201604814443,0.8358408559010364,0.6786191909060515,0.5950351053159478
Slow Queries,4.444444444444445,4.333333333333334,4.666666666666667,11.11111111111111,13.777777777777777,16.444444444444446,17.88888888888889,19.11111111111111,20.88888888888889,23.555555555555557,24.888888888888893,23.171625,16.550628571428568,18.52468108707709,15.379767103347888,13.632173913043479,12.254524106400666,10.59984380192755,7.426239103362391,6.932089552238805,3.0279543197616685,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.153972194637537,18.633540372670808,19.092279350192598,19.092279350192598,19.092279350192598,14.538293418187909,4.2,4.2,4.2,4.2,3.4542857142857146,13.553338353413654,19.829317269076306,19.829317269076306,19.829317269076306,14.14425200803213,12.161320281124498,9.928618638466622,11.779246530072706,13.629874421678787,22.67044507417903,21.795239460854603,21.193880110358666,21.193880110358666,15.066666666666666,15.864457019671246,19.629712246263658,16.01868846988153,13.037343567495412,11.435474720507258,14.637391882900863,14.11111111111111,10.37617853560682,13.206285523236375,10.722183216315614,9.401554663991977
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,57.11111111111111,59.22222222222223,107.66666666666667,222.66666666666669,364.6666666666667,531.5555555555555,665.6666666666667,790.5555555555555,928.2222222222223,1091.6666666666667,1215,1124.847675,1016.665914285714,1307.7093732667774,1125.1398190892078,1001.741304347826,891.8315814630092,775.098690594882,636.095790784558,586.4547761194029,249.2239324726912,214,214,214,214,214,214,214,177.28848063555114,1212.1819274694449,1206.4980740244514,1206.4980740244514,1206.4980740244514,918.7181209177692,230.8,230.8,230.8,230.8,189.82122448979592,802.5635040160643,1174.1967871485945,1174.1967871485945,1174.1967871485945,837.5545682730923,720.1348895582329,655.288830138797,777.4302709847987,899.5717118307999,1214.7024504084015,1193.5761399483797,1179.2074241284174,1179.2074241284174,760.9333333333333,801.2252762058744,1191.0550970332365,1182.7131653595861,962.5905334000779,844.3192168641193,1180.5278332224439,1184.111111111111,894.3215145436309,1138.2480775660313,924.143614175861,810.3188064192577
Table Locks Waited,0,0,1,4.777777777777778,7.222222222222223,11.777777777777779,16,18.88888888888889,20.444444444444446,22.555555555555557,25.22222222222222,23.49495,20.034971428571428,25.9567387687188,21.20210750675816,17.319565217391304,14.774145885286785,13.696427384513125,12.291706102117061,11.091343283582088,6.055908639523337,5.2,5.2,5.2,5.2,5.2,5.2,5.2,4.307944389275074,22.640753356040875,20.59956456204991,20.59956456204991,20.59956456204991,15.686053424886953,2,2,2,2,1.6448979591836737,16.64144076305221,24.347389558232933,24.347389558232933,24.347389558232933,17.366992971887548,14.932254016064258,8.332947785855916,9.886153337739591,11.439358889623268,18.836472745457577,18.784055061657586,17.557060446450965,17.557060446450965,12.4,13.056588520614389,20.075842070042377,19.022192557984315,15.481845486400804,13.579626230602369,19.627411842980703,19.88888888888889,13.659779338014042,17.385489802741557,14.115279170845872,12.376730190571715
