,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
2,1695013294466,1.114,0.0,0,0,COMMIT,11994,1695013294464.886
3,1695013493246,1.131,0.0,0,0,COMMIT,12001,1695013493244.869
4,1695013596289,1.022,0.0,0,0,COMMIT,11997,1695013596287.978
5,1695013705958,1.065,0.0,0,0,COMMIT,12006,1695013705956.935
6,1695013831188,1.075,0.0,0,0,COMMIT,12012,1695013831186.925
7,1695013850079,1.085,0.0,0,0,COMMIT,12013,1695013850077.915
11,1695013085208,1.284,0.0,0,0,COMMIT,12015,1695013085206.716
12,1695013109394,1.047,0.0,0,0,COMMIT,12024,1695013109392.953
13,1695013125964,1.445,0.098,1,406,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 3\
              AND OL_O_ID < 26230\
              AND OL_O_ID >= 26210\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 18",12027,1695013125962.555
14,1695013354894,1.012,0.0,0,0,COMMIT,12035,1695013354892.988
15,1695013414211,1.092,0.0,0,0,COMMIT,12038,1695013414209.908
16,1695013475673,1.345,0.086,1,388,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 8\
              AND OL_O_ID < 25697\
              AND OL_O_ID >= 25677\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 18",12040,1695013475671.655
17,1695013576715,1.12,0.0,0,0,COMMIT,12036,1695013576713.88
18,1695013704744,1.225,0.0,0,0,COMMIT,12047,1695013704742.775
19,1695012936152,1.094,0.0,0,0,COMMIT,12056,1695012936150.906
22,1695013042269,2.61,0.0,0,0,COMMIT,12058,1695013042266.39
25,1695013071689,1.032,0.0,0,0,ROLLBACK,12057,1695013071687.968
26,1695013201819,1.027,0.0,0,0,COMMIT,12061,1695013201817.973
27,1695013293696,1.049,0.0,0,0,COMMIT,12074,1695013293694.951
28,1695013400399,1.588,0.088,1,406,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 2\
              AND OL_O_ID < 26013\
              AND OL_O_ID >= 25993\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",12079,1695013400397.412
29,1695013417008,1.024,0.0,0,0,COMMIT,12078,1695013417006.976
30,1695013459897,1.036,0.0,0,0,COMMIT,12080,1695013459895.964
31,1695013671540,1.06,0.0,0,0,COMMIT,12088,1695013671538.94
35,1695013069550,1.05,0.0,0,0,COMMIT,12100,1695013069548.95
36,1695013211914,1.011,0.0,0,0,COMMIT,12102,1695013211912.989
37,1695013316893,1.186,0.0,0,0,COMMIT,12109,1695013316891.814
38,1695013336989,1.062,0.0,0,0,COMMIT,12113,1695013336987.938
39,1695013498051,1.075,0.0,0,0,COMMIT,12116,1695013498049.925
40,1695013515549,1.125,0.0,0,0,COMMIT,12115,1695013515547.875
41,1695013584251,1.026,0.0,0,0,COMMIT,12123,1695013584249.974
42,1695013662532,1.195,0.0,0,0,COMMIT,12120,1695013662530.805
43,1695013687381,1.073,0.0,0,0,COMMIT,12129,1695013687379.927
44,1695013716209,1.108,0.0,0,0,COMMIT,12125,1695013716207.892
45,1695013732137,1.222,0.0,0,0,COMMIT,12128,1695013732135.778
46,1695013739764,1.233,0.0,0,0,COMMIT,12124,1695013739762.767
47,1695013757801,1.451,0.0,0,0,COMMIT,12131,1695013757799.549
48,1695013836786,1.191,0.0,0,0,COMMIT,12127,1695013836784.809
49,1695013856306,1.024,0.0,0,0,COMMIT,12136,1695013856304.976
50,1695012942910,1.182,0.0,0,0,COMMIT,12140,1695012942908.818
54,1695013061047,1.592,0.0,0,0,COMMIT,12134,1695013061045.408
57,1695013094331,7.866,0.0,0,0,COMMIT,12132,1695013094323.134
58,1695013107643,1.005,0.0,0,0,COMMIT,12145,1695013107641.995
59,1695013154518,1.113,0.0,0,0,COMMIT,12148,1695013154516.887
60,1695013179301,1.113,0.0,0,0,COMMIT,12149,1695013179299.887
61,1695013180061,1.576,0.0,0,0,COMMIT,12143,1695013180059.424
62,1695013200191,1.208,0.0,0,0,COMMIT,12153,1695013200189.792
63,1695013214290,1.299,0.0,0,0,COMMIT,12139,1695013214288.701
64,1695013237836,1.169,0.0,0,0,COMMIT,12155,1695013237834.831
65,1695013357820,1.015,0.0,0,0,COMMIT,12144,1695013357818.985
