Avg Threads Running,2,2,2.3,2.7,3.3,4.2,4.5,4.7,5.1,6,8.1,9.600000000000001,10.11111111111111,10.625,13.25,13.571428571428573,15,17.2,20,23,23,29,29,29,32,46,53.666666666666664,64.5,79.2,95.33333333333334,112.42857142857144,129.375,146.33333333333334,146.10000000000002,158.7777777777778,166,175.44444444444446,185.33333333333334,194,202.66666666666666,210.44444444444446,216.33333333333334,204.88888888888889,212.50000000000003,212.50000000000003,225,236.83333333333334,247,254.75,255,240,179,40,40,40,40,40,34,34,34,34,34,28,28,28,28,28
Peak Threads Connected,2,2,5,6,8,11,11,11,11,11,23,23,23,23,29,29,29,29,29,29,29,29,29,29,32,60,69,97,138,176,215,248,282,282,282,282,282,282,282,282,285,301,301,301,301,301,301,301,301,301,301,179,40,40,40,40,40,40,40,40,40,40,28,28,28,28,28
Peak Threads Running,1,1,1,1,1,4,4,4,4,4,4,4,4,4,12,12,12,12,12,12,12,12,12,12,19,56,63,93,131,171,208,244,277,277,277,277,277,277,277,277,280,298,298,298,298,298,298,298,298,298,298,158,18,18,18,18,18,18,18,18,18,18,8,8,8,8,8
Questions,38.44444444444444,37.333333333333336,40.111111111111114,196.77777777777777,335.33333333333337,440.6666666666667,560.3333333333334,668.5555555555555,839.6666666666667,958.8888888888889,1093.111111111111,1216.111111111111,1023.970275,893.1895142857142,1166.796051901963,1033.8463421479355,939.1632250249395,783.1396501578861,681.4810378047971,573.7342108538711,510.80908186940667,191.01578669482575,320.4590138674884,337.8824737020699,370.27855333164433,408.6662684455225,455.8284863516619,493.8587375845689,526.9034887378886,765.8432994299767,653.655375,799.9112688553682,803.6666666666667,799.8888888888889,795.1111111111111,794,800.8888888888889,796.7777777777778,775.4444444444445,541.1428571428572,516.6775282277861,473.5833666666666,436.71696000000003,401.6518,360.0268,327.75,351.64959999999996,1152.0866773675762,1152.0866773675762,1152.0866773675762,1152.0866773675762,1152.0866773675762
Threads Created,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,1.3333333333333335,1.3333333333333335,1.2933,1.3066285714285713,2.439835865587224,2.30695709118124,2.346511329628046,2.4050793584842944,2.501066374327287,1.280370923574807,1.540437520715943,5.339704329461457,5.613135593220338,8.641120913923764,13.474474284266535,17.629241964827166,21.788183117538257,25.1540952929322,28.62075940606518,29.171789426623455,25.758225,25.28837622005324,25.11111111111111,24.11111111111111,23.22222222222222,23.11111111111111,22.88888888888889,20.88888888888889,19.11111111111111,19.657142857142862,18.768433971526758,16.334266666666664,13.043040000000001,9.937299999999999,5.7951999999999995,2.2287,0.16219999999999998,2.0064205457463884,2.0064205457463884,2.0064205457463884,2.0064205457463884,2.0064205457463884
Created Tmp Disk Tables,9.222222222222223,8.777777777777779,8.88888888888889,9.11111111111111,9,9,8.88888888888889,9,8.88888888888889,8.88888888888889,9.222222222222223,9.11111111111111,7.7598,6.750914285714285,8.872130420317179,7.90956716976425,6.9277953541399455,6.299017367458868,5.359427944987044,4.481298232511825,4.159181305933046,1.6989968321013726,2.8916153055983562,3.9544112656939254,4.581321256650622,5.6209177279159075,6.524145227285466,7.30666577556602,8.210873600100665,8.941544651838607,7.8675749999999995,8.984028393966282,9,9.11111111111111,8.88888888888889,9,9.11111111111111,9.11111111111111,8.88888888888889,7.085714285714286,6.765365733922435,5.739066666666666,4.947360000000001,4.1598,3.139066666666667,2.2287,1.2975999999999999,9.229534510433385,9.229534510433385,9.229534510433385,9.229534510433385,9.229534510433385
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24271383315733894,0.17009501797637389,0.14645967650718245,0.13474474284266533,0.127748130179907,0.12309707976010313,0.11978140615682001,0.11729819428715238,0.22353861629596516,0.107775,0.1109139307897072,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2.7777777777777777,4.111111111111112,4.777777777777778,6,6.111111111111112,8.333333333333334,9.11111111111111,11.222222222222223,15.555555555555557,12.394124999999999,11.21522857142857,15.969834756570922,14.61072824414785,14.749499786233434,12.827089911916238,12.505331871636436,11.011189942743341,7.240056347364932,1.6989968321013726,5.7832306111967124,5.711927383780115,5.6592791993919445,6.259658378815443,6.647242307045569,7.186884369409201,7.507084434377752,12.182854588130102,10.99305,15.749778172138424,15.444444444444446,15.444444444444446,15,14.88888888888889,14.666666666666668,14.333333333333334,13.666666666666668,6.400000000000001,6.1106529209622,5.9597999999999995,5.73444,5.5464,5.312266666666667,5.244,6.325799999999999,14.847512038523274,14.847512038523274,14.847512038523274,14.847512038523274,14.847512038523274
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.22222222222222,28.333333333333336,28.77777777777778,29.555555555555554,29,28.22222222222222,27.77777777777778,27.888888888888893,28.888888888888893,28.77777777777778,30.22222222222222,29.555555555555554,25.4349,21.777142857142856,28.279915714761007,25.815948401313875,23.129897392047884,20.50043834136613,17.626563019068502,14.084080159322877,13.093718926085515,6.553273495248152,10.205701078582432,12.302612826603324,15.360900684063846,18.778975136446327,21.418891878257945,23.71671841905036,26.743988297470743,29.283558734771436,25.327125000000002,28.615794143744456,30.111111111111114,29.555555555555554,28.111111111111114,29.22222222222222,30,29.666666666666668,28.555555555555554,22.971428571428575,21.932879234167896,18.100133333333332,15.629160000000002,13.75045,9.900133333333333,6.686099999999999,3.8928,30.89887640449438,30.89887640449438,30.89887640449438,30.89887640449438,30.89887640449438
Sort Rows,102.22222222222223,81.77777777777779,92,102.22222222222223,92,92,92,92,92,81.77777777777779,102.22222222222223,92,69.4071,60.10491428571428,91.8265498502828,80.85335329092345,71.95968077526008,73.75576699351838,65.74231612517441,47.1176499875529,56.68810076234671,0,31.297483307652794,40.42287071598235,37.18954902457563,58.76413988275722,56.62465668964744,66.23911760472146,75.77463350950043,82.59751872135914,79.645725,92.5022182786158,92.77777777777779,103.11111111111111,82.66666666666667,93,93,93,93,63.77142857142858,60.88829160530192,51.320499999999996,41.82768,42.9846,33.6846,24.3846,15.0846,111.95826645264847,111.95826645264847,111.95826645264847,111.95826645264847,111.95826645264847
