,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
4,1695010876501,1.314,0.0,0,0,COMMIT,54195,1695010876499.686
9,1695010956923,1.738,0.092,1,374,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 4\
              AND OL_O_ID < 25791\
              AND OL_O_ID >= 25771\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",54199,1695010956921.262
10,1695011002014,1.013,0.0,0,0,COMMIT,54196,1695011002012.987
11,1695011060202,1.871,0.083,1,390,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 8\
              AND OL_O_ID < 25734\
              AND OL_O_ID >= 25714\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 11",54202,1695011060200.129
12,1695011164263,1.538,0.081,1,426,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 2\
              AND OL_O_ID < 25534\
              AND OL_O_ID >= 25514\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 14",54207,1695011164261.462
13,1695011180768,1.076,0.0,0,0,COMMIT,54203,1695011180766.924
14,1695011245722,1.051,0.0,0,0,COMMIT,54206,1695011245720.949
15,1695011329682,1.124,0.0,0,0,COMMIT,54211,1695011329680.876
16,1695011475011,1.203,0.0,0,0,COMMIT,54217,1695011475009.797
17,1695011566926,1.595,0.092,1,376,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 3\
              AND OL_O_ID < 25685\
              AND OL_O_ID >= 25665\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 18",54223,1695011566924.405
18,1695011572210,1.22,0.0,0,0,COMMIT,54220,1695011572208.78
19,1695011577771,1.097,0.0,0,0,COMMIT,54216,1695011577769.903
20,1695010829277,1.109,0.0,0,0,COMMIT,54222,1695010829275.891
25,1695010912968,1.129,0.0,0,0,ROLLBACK,54232,1695010912966.871
26,1695010926490,3.962,0.0,0,0,COMMIT,54237,1695010926486.038
28,1695010961628,1.369,0.0,0,0,ROLLBACK,54236,1695010961626.631
29,1695011065064,1.018,0.0,0,0,COMMIT,54231,1695011065062.982
