Avg Threads Running,2,2,2.4,3,3.8,4.4,4.800000000000001,5.5,6.4,7.6000000000000005,8.2,8.88888888888889,9.25,9.875,11.249999999999998,11.714285714285714,12.666666666666666,13.4,14,14,17,13.333333333333332,13.333333333333332,13.5,6,6,17.5,17.5,15.333333333333334,15.333333333333334,15.333333333333334,20,20,20,21,21,17,17,23,23,23,23,23,23,25,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,51.5,69.5,76,85.5,97.8,111.16666666666666,126.14285714285714,142.5,159.22222222222223,173.5,196,219.4,240.20000000000002,259,272.90000000000003,284.5,290.79999999999995,293.2,291.7,290,290,290.4,289.79999999999995,289.4000000000001,290.69999999999993,290.2,291.6,291.9,293.1,293.5,290.90000000000003,290.9,291.6,290.70000000000005,290,291.2,290.2,290.40000000000003,289.90000000000003,290.00000000000006,291.875,290.57142857142856,289.3333333333333,289.4,288.75,284.6666666666667,285.5,285
Peak Threads Connected,2,2,6,8,10,10,10,10,11,14,14,14,14,14,21,21,21,21,21,21,21,21,21,21,6,6,29,29,29,29,29,29,29,29,29,29,23,23,23,23,23,23,23,23,25,25,25,25,25,25,25,25,25,25,27,27,27,27,27,27,27,27,27,76,76,89,114,147,178,216,257,293,302,302,302,302,302,302,302,302,302,302,302,302,302,302,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,286,286,285
Peak Threads Running,1,1,1,1,1,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,1,1,15,15,15,15,15,15,15,15,15,15,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,10,65,65,83,110,142,175,212,252,287,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,295,295,295,295,280,280,246
Questions,38,37.44444444444444,139.55555555555557,255.66666666666669,390.33333333333337,541.5555555555555,703.2222222222223,823.8888888888889,934.6666666666667,1039.4444444444446,1223.7777777777778,1085.186475,977.3581714285714,1243.5399800377065,1205.4444444444446,1027.7247083333332,919.755457142857,824.8690666666668,741.5581066666666,579.17015,209,1150.71232191952,1150.71232191952,1162.9861803675735,1197.1605678864225,1197.1605678864225,1184.0788909532657,1184.0788909532657,1184.0788909532657,459.6,459.6,591.3090180360721,1157.5856035991,1157.5856035991,1159.6736596736596,1159.6736596736596,1135.4316746093316,218.8856243441763,288.92601126472096,328.08047748052826,391.3354019211325,429.80011104381185,469.4355087070944,513.4561330155533,556.6576716333459,552.2171339215905,472.33333333333337,411.2222222222223,377.8888888888889,336.000889185284,306.22222222222223,312.22222222222223,297.22222222222223,301.77777777777777,334,368,366.44444444444446,358.77777777777777,350.22222222222223,368,342.1081861601688,336.44444444444446,331.8888888888889,319,318.44444444444446,336.33333333333337,368.11111111111114,385.77777777777777,365.77777777777777,374.4581527175725,380.33333333333337,370.22222222222223,354,342.8888888888889,350.8888888888889,290.9925,253.70371428571426,238.28163333333333,203.62884000000003,169.97404999999998,133.16886666666667,114.97469999999998,75.42299999999999
Threads Created,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.6666666666666667,0.64665,0.6533142857142856,2.550737495841189,2.555555555555556,2.5267416666666667,2.5700857142857143,2.6342666666666665,2.6203466666666664,2.3049,0,2.124468882779305,2.124468882779305,2.421997435532127,5.7988402319536085,5.7988402319536085,4.144633414320423,4.144633414320423,4.144633414320423,0,0,0,3.249187703074231,3.249187703074231,4.329004329004329,4.329004329004329,8.31209132217666,0,3.5690860215053766,6.734360537306694,10.634845803842264,14.04992933575611,18.216165518786045,22.63662447864231,26.39021831384383,26.136490561822853,26.22222222222222,24.333333333333336,22.22222222222222,20.006668889629875,16.88888888888889,15,11.333333333333334,10.555555555555555,11.88888888888889,14.777777777777777,16.22222222222222,16,15.11111111111111,16.666666666666668,14.995001666111296,15,14.11111111111111,12.777777777777779,12.222222222222223,12.555555555555555,14.222222222222223,16.555555555555557,15.11111111111111,15.449594309214183,16.11111111111111,15.444444444444446,14.777777777777777,14.222222222222223,14.222222222222223,11.747475,9.037514285714284,8.718966666666665,7.8708,6.4708,4.950066666666666,4.9818,3.2439999999999998
Created Tmp Disk Tables,9,8.88888888888889,9.11111111111111,8.88888888888889,9.11111111111111,8.88888888888889,8.88888888888889,8.88888888888889,9,8.88888888888889,9.11111111111111,7.7598,6.968685714285714,8.872130420317179,9,8.019658333333332,7.0398,6.070266666666667,5.478906666666665,4.48175,1.8,8.997750562359409,8.997750562359409,8.975637555207294,8.798240351929612,8.798240351929612,9.003858796627126,9.003858796627126,9.003858796627126,3.8,3.8,4.888977955911823,9.122719320169956,9.122719320169956,8.991008991008991,8.991008991008991,8.755402859359416,2.1791710388247645,3.2291730670762933,4.099175979230162,4.980877148634985,6.00315162527761,6.646438770367882,7.665311992767767,8.444869860430027,9.158941137049034,9.11111111111111,9.11111111111111,9,9.114149160831388,8.88888888888889,9.222222222222223,8.88888888888889,9.11111111111111,9.11111111111111,8.88888888888889,8.777777777777779,8.88888888888889,8.777777777777779,8.88888888888889,8.774852826835499,9.222222222222223,9,8.777777777777779,9.222222222222223,9,9.222222222222223,9.11111111111111,9,9.114149160831388,9,9.11111111111111,9.11111111111111,8.777777777777779,9.11111111111111,7.652025,6.8598,6.070166666666666,5.059800000000001,4.04425,3.139066666666667,2.3598,1.6219999999999999
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1108278842956888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.1111111111111112,2.888888888888889,7.888888888888888,11.88888888888889,13.333333333333334,13.555555555555557,15.11111111111111,15.444444444444446,18.88888888888889,17.244,15.679542857142854,18.29876899190418,14.777777777777777,13.182999999999998,13.185657142857144,11.911466666666666,12.029773333333331,8.9635,0.8,23.994001499625092,23.994001499625092,26.78444222823764,18.99620075984803,18.99620075984803,23.86737173074175,23.86737173074175,23.86737173074175,14.4,14.4,18.526653306613227,25.993501624593847,25.993501624593847,22.644022644022645,22.644022644022645,14.518452842735233,0.7263903462749214,1.359651817716334,1.7567897053843549,2.1538928210313446,2.426805976176055,2.4616439890251414,2.9942624971749088,3.5186957751791774,3.4625265274209758,3.1111111111111116,2.555555555555556,2.2222222222222223,2.000666888962988,1.6666666666666667,1.8888888888888888,1.5555555555555558,1.3333333333333335,1.777777777777778,1.8888888888888888,2.2222222222222223,2.3333333333333335,2.3333333333333335,2.666666666666667,2.443629901144063,2.2222222222222223,2.2222222222222223,1.8888888888888888,2.111111111111111,2.111111111111111,2.555555555555556,2.7777777777777777,2.4444444444444446,2.4452595309547625,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.666666666666667,3,2.263275,1.8510571428571427,1.876233333333333,1.7990400000000002,1.5021499999999999,1.2073333333333334,1.0488,0.9732
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29,28.77777777777778,30.111111111111114,29.333333333333336,29.555555555555554,28.555555555555554,28.111111111111114,28.555555555555554,29.444444444444446,29.111111111111114,29.22222222222222,24.896025,21.994914285714284,28.723522235776862,28.666666666666668,25.267416666666666,22.23682857142857,18.898,17.03225333333333,13.829399999999998,5.4,28.992751812046986,28.992751812046986,29.206439663769764,27.794441111777644,27.794441111777644,30.012862655423753,30.012862655423753,30.012862655423753,14.2,14.2,18.269338677354707,29.992501874531364,29.992501874531364,28.13852813852814,28.13852813852814,29.036905685470465,7.02177334732424,10.027432155657964,12.151128795575122,15.61572295247725,18.137181506157887,20.431645108908675,23.95409997739927,26.742087891361752,29.040545068692058,28.888888888888893,29,28.666666666666668,29.676558852950983,29.22222222222222,31,28.444444444444446,29.888888888888893,29.111111111111114,28.444444444444446,28.333333333333336,29.111111111111114,27.888888888888893,28.666666666666668,27.10207708541597,29.555555555555554,28.333333333333336,28.22222222222222,29.555555555555554,28.666666666666668,30.22222222222222,29.22222222222222,29.111111111111114,29.454262531955095,30,29.22222222222222,29.333333333333336,28.333333333333336,30.22222222222222,24.788249999999998,22.648228571428568,19.866,16.97844,13.057149999999998,10.866,8.5215,6.325799999999999
Sort Rows,82.66666666666667,82.66666666666667,103.33333333333334,93,93,93,82.66666666666667,93,93,93,103.33333333333334,80.1846,70.88459999999999,82.51081290894976,93,91.951425,72.7446,63.9096,66.46152,47.6346,37.2,92.97675581104723,92.97675581104723,79.49850406040746,92.98140371925614,92.98140371925614,93.03987423181364,93.03987423181364,93.03987423181364,37.2,37.2,47.860521042084166,92.97675581104723,92.97675581104723,92.9070929070929,92.9070929070929,82.45594591599246,22.518100734522562,47.417857142857144,40.84536065018625,50.07800808897876,71.27145972138098,68.67986729380144,77.97059542643463,87.38094508361624,93.71160504858707,93.33333333333334,93.55555555555556,93.55555555555556,104.1458263865733,83.44444444444444,104.33333333333334,94,94,104.44444444444446,94,83.55555555555556,94,83.55555555555556,94,83.5277129845607,104.44444444444446,104.44444444444446,83.55555555555556,104.44444444444446,94,104.44444444444446,104.44444444444446,94,94.03134378126042,94,94,94,83.55555555555556,104.44444444444446,81.04679999999999,71.6468,72.62126666666666,63.416160000000005,43.446799999999996,34.046800000000005,36.9702,30.493599999999997
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.21555,0.21777142857142856,0.33270489076189425,0.33333333333333337,0.329575,0.33522857142857143,0.3436,0.35731999999999997,0.12805,0,0.4998750312421894,0.4998750312421894,0.569881749536971,0.3999200159968006,0.3999200159968006,0.28583678719451194,0.28583678719451194,0.28583678719451194,0,0,0,0.2499375156210947,0.2499375156210947,0.333000333000333,0.333000333000333,0.2216557685913776,1.210650577124869,1.189695340501792,1.0247939948075404,1.7500379170879676,2.426805976176055,2.8308905873789127,3.353573996835898,3.8705653526970956,3.9093041438623928,3.444444444444444,3.2222222222222223,3.555555555555556,3.223296654440369,3,2.888888888888889,2.7777777777777777,2.4444444444444446,2.555555555555556,2.666666666666667,2.888888888888889,2.7777777777777777,2.666666666666667,2.4444444444444446,2.110407641897145,1.777777777777778,1.777777777777778,1.6666666666666667,1.8888888888888888,2,2,1.8888888888888888,1.6666666666666667,1.6672224074691564,1.777777777777778,1.8888888888888888,1.8888888888888888,1.4444444444444444,1.3333333333333335,1.07775,0.9799714285714284,0.9933,1.01196,0.80885,0.4829333333333333,0.2622,0.32439999999999997
table_open_cache_hits,278.8888888888889,279.33333333333337,476.44444444444446,702.1111111111111,964.7777777777777,1258.5555555555557,1571.7777777777778,1806.1111111111113,2019,2222.222222222222,2578.3333333333335,2281.8123,2051.6246285714283,2614.0623267162027,2540.3333333333335,2170.910525,1941.5321428571428,1739.6468,1559.1062666666664,1227.9995,446.8,2429.3926518370404,2429.3926518370404,2451.346345633281,2529.8940211957606,2529.8940211957606,2496.641417750465,2496.641417750465,2496.641417750465,963.4,963.4,1239.4845691382766,2446.7633091727066,2446.7633091727066,2457.875457875458,2457.875457875458,2411.3931065055967,469.2481636935992,629.008922171019,727.750135455469,872.5958291203235,968.8064910155463,1068.9689022341677,1176.5056203899653,1283.620218785364,1291.5223947280242,1140.888888888889,1022.2222222222223,956.8888888888889,874.1802823163276,814.5555555555555,820.4444444444446,787.5555555555555,788.4444444444445,843.2222222222223,902,900.1111111111111,885.6666666666667,869.8888888888889,905.6666666666667,858.9359102521381,850.2222222222223,845.2222222222223,823.5555555555557,825.3333333333334,855.1111111111111,910.8888888888889,946.1111111111111,907.4444444444446,923.7523618984105,934,916.6666666666667,884,862.4444444444446,878.8888888888889,738.9054,644.2767714285714,593.1104666666666,505.4178,420.48645,327.30806666666666,273.7368,177.4468
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.21555,0.21777142857142856,0.33270489076189425,0.33333333333333337,0.329575,0.33522857142857143,0.3436,0.35731999999999997,0.12805,0,0.4998750312421894,0.4998750312421894,0.569881749536971,0.3999200159968006,0.3999200159968006,0.28583678719451194,0.28583678719451194,0.28583678719451194,0,0,0,0.2499375156210947,0.2499375156210947,0.333000333000333,0.333000333000333,0.2216557685913776,1.210650577124869,1.189695340501792,1.0247939948075404,1.7500379170879676,2.426805976176055,2.8308905873789127,3.353573996835898,3.8705653526970956,3.9093041438623928,3.444444444444444,3.2222222222222223,3.555555555555556,3.223296654440369,3,2.888888888888889,2.7777777777777777,2.4444444444444446,2.555555555555556,2.666666666666667,2.888888888888889,2.7777777777777777,2.666666666666667,2.4444444444444446,2.110407641897145,1.777777777777778,1.777777777777778,1.6666666666666667,1.8888888888888888,2,2,1.8888888888888888,1.6666666666666667,1.6672224074691564,1.777777777777778,1.8888888888888888,1.8888888888888888,1.4444444444444444,1.3333333333333335,1.07775,0.9799714285714284,0.9933,1.01196,0.80885,0.4829333333333333,0.2622,0.32439999999999997
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33344448149383127,0.33333333333333337,0.33333333333333337,0.22222222222222224,0,0,0,0,0,0,0,0,0,0
Sort Scan,0.888888888888889,0.888888888888889,1.1111111111111112,1,1,1,0.888888888888889,1,1,1,1.1111111111111112,0.8622,0.7621999999999999,0.8872130420317179,1,0.988725,0.7822,0.6872,0.7146399999999999,0.5122,0.4,0.9997500624843788,0.9997500624843788,0.8548226243054566,0.9998000399920015,0.9998000399920015,1.0004287551807918,1.0004287551807918,1.0004287551807918,0.4,0.4,0.514629258517034,0.9997500624843788,0.9997500624843788,0.9990009990009991,0.9990009990009991,0.8866230743655104,0.2421301154249738,0.5098694316436252,0.4391974263460887,0.5384732052578362,0.7663597819503332,0.7384931967075424,0.8383934992089745,0.9383188733811141,1.0052496369931867,1,1,1,1.1114816049794376,0.888888888888889,1.1111111111111112,1,1,1.1111111111111112,1,0.888888888888889,1,0.888888888888889,1,0.8885926913251139,1.1111111111111112,1.1111111111111112,0.888888888888889,1.1111111111111112,1,1.1111111111111112,1.1111111111111112,1,1.000333444481494,1,1,1,0.888888888888889,1.1111111111111112,0.8622,0.7621999999999999,0.7725666666666666,0.67464,0.4622,0.36219999999999997,0.3933,0.32439999999999997
Slow Queries,4.666666666666667,4.666666666666667,6,6.666666666666667,8.666666666666668,9.11111111111111,9.444444444444445,10.555555555555555,11.333333333333334,12.222222222222223,13.444444444444446,11.424150000000001,10.017485714285714,12.975490739713873,13.666666666666668,12.52385,11.174285714285714,10.193466666666666,9.171213333333332,7.81105,3,17.745563609097722,17.745563609097722,18.093745547798832,14.397120575884822,14.397120575884822,15.149349721309132,15.149349721309132,15.149349721309132,6.8,6.8,8.748697394789579,17.620594851287176,17.620594851287176,17.815517815517815,17.815517815517815,18.28660090878865,7.506033578174188,8.327867383512546,9.223145953267863,10.634845803842264,11.239943468604887,11.692808947869421,12.695672988021613,13.253754086508234,13.403328493242489,10.88888888888889,10.555555555555555,10.11111111111111,9.669889963321108,9.88888888888889,10.88888888888889,10.777777777777779,11.444444444444445,11.666666666666668,11.333333333333334,10.555555555555555,10.333333333333334,10.555555555555555,11,10.21881595023881,11.11111111111111,11.333333333333334,12,13,12.666666666666668,13.777777777777777,12.666666666666668,12.11111111111111,12.670890296765588,12.666666666666668,12.222222222222223,11.666666666666668,11.333333333333334,13.222222222222223,10.885275,10.561914285714284,9.601899999999999,8.208120000000001,6.35525,5.312266666666667,4.4574,3.5683999999999996
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.127443315089914,7.222222222222223,10,12.555555555555555,15.449594309214183,18.22222222222222,18.77777777777778,20.77777777777778,21.444444444444446,18.555555555555557,14.444444444444446,14.222222222222223,15,15.555555555555557,15,16.772187048761523,17.666666666666668,19,20.77777777777778,22.22222222222222,21.555555555555557,20.22222222222222,17.333333333333336,18.333333333333336,18.56174280315661,17.22222222222222,16.666666666666668,17.77777777777778,17.22222222222222,16.555555555555557,14.118525,13.7196,10.705566666666666,8.32056,6.933,5.6744666666666665,2.4909,1.7841999999999998
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.127443315089914,7.222222222222223,10,12.555555555555555,15.449594309214183,18.22222222222222,18.77777777777778,20.77777777777778,21.444444444444446,18.555555555555557,14.444444444444446,14.222222222222223,15,15.555555555555557,15,16.772187048761523,17.666666666666668,19,20.77777777777778,22.22222222222222,21.555555555555557,20.22222222222222,17.333333333333336,18.333333333333336,18.56174280315661,17.22222222222222,16.666666666666668,17.77777777777778,17.22222222222222,16.555555555555557,14.118525,13.7196,10.705566666666666,8.32056,6.933,5.6744666666666665,2.4909,1.7841999999999998
Table Locks Immediate,58,58.333333333333336,165,284.6666666666667,423.88888888888886,577,739.6666666666667,864.4444444444446,979.2222222222223,1087.2222222222222,1272.6666666666667,1126.787625,1012.7460285714285,1291.7821891981812,1255.5555555555557,1073.75535,960.4298571428571,860.3744,773.1213733333332,608.10945,221.2,1206.198450387403,1206.198450387403,1217.5523578857387,1248.1503699260147,1248.1503699260147,1236.3870230098614,1236.3870230098614,1236.3870230098614,481.8,481.8,619.8709418837675,1210.07248187953,1210.07248187953,1211.122211122211,1211.122211122211,1189.5156821456278,234.86621196222458,312.04009216589867,356.9211084772548,427.6823432760364,471.566719160105,517.068319894731,568.6703334634587,618.1175578398089,617.7817491343684,538.1111111111111,476.11111111111114,441.88888888888886,400.6891185950873,369.8888888888889,375.6666666666667,358.55555555555554,364,395.77777777777777,427.55555555555554,426.6666666666667,420.33333333333337,410.7777777777778,430.44444444444446,404.75397089858933,401,396.8888888888889,383.22222222222223,384.44444444444446,400.55555555555554,433.88888888888886,449.44444444444446,429.33333333333337,437.9237523618984,443,431.33333333333337,414.33333333333337,402.11111111111114,412.6666666666667,342.401175,300.0890285714285,278.2343666666667,237.69816,197.47494999999998,154.53866666666667,132.2799,87.588
Table Locks Waited,0,0,0.7777777777777779,2.4444444444444446,4.333333333333334,6.444444444444445,10.777777777777779,12.88888888888889,15.11111111111111,17.555555555555557,22.11111111111111,20.6928,19.272771428571424,24.287457025618277,24.11111111111111,19.554783333333333,17.767114285714285,15.920133333333334,13.935479999999998,9.7318,3.4,22.869282679330162,22.869282679330162,23.6500926057843,22.995400919816035,22.995400919816035,23.295698156352724,23.295698156352724,23.295698156352724,9.6,9.6,12.351102204408818,23.744063984003994,23.744063984003994,23.643023643023643,23.643023643023643,25.157929735121357,2.421301154249738,4.0789554531490015,4.977570831922339,5.788586956521739,6.00315162527761,6.031027773111596,6.3478364940108065,6.9201016911857165,6.813358650731598,5.777777777777778,5.222222222222222,4.888888888888889,4.3347782594198065,5.666666666666667,6.888888888888888,7.111111111111112,7.555555555555555,8.11111111111111,8.777777777777779,8,7.555555555555555,8,7.222222222222223,6.109074752860158,6.444444444444445,6.111111111111112,7.111111111111112,8.333333333333334,9.444444444444445,10.777777777777779,10.333333333333334,9.555555555555555,10.781371568300544,11,11.11111111111111,11,10.11111111111111,9.88888888888889,7.975350000000001,7.622,7.504933333333332,6.07176,4.968649999999999,4.225666666666667,2.622,1.6219999999999999
