Avg Threads Running,1,1,1.8,2.6,2.8,3.3000000000000003,4,5.1,6.1,6.666666666666667,7.375,10,10.142857142857142,10.333333333333332,11.8,12.4,13.5,14,15.5,15.5,15.5,9,9,9,9,43,43,43,43,43,43,43,43,43,43,61,74.5,91,109.75,130,118.33333333333333,107.42857142857142,102.87499999999999,104.33333333333331,108.79999999999998,109.8,112.22222222222223,110.75,102.85714285714285,84.83333333333333,89.8,101.75,112,110,71,15,15,15,15,15,15,15,15,15,15
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.22180326050792948,0.21971019916011808,0.11173863474419268,0.11452758849925213,0.22185246810870768,0.2495321272613849,0.2851033499643621,0.2501250625312656,0.17848924462231117,0.1534767383691846,1.4403076923076923,1.6945569620253162,2.1926890756302524,2.4225849056603774,2.425316582914573,2.460557880055788,2.873536098310292,2.9314851097178685,3.0083565459610027,2.3333333333333335,1.832175,1.3066285714285713,0.9933,0.8995200000000001,0.80885,0.36219999999999997,0.2622,0
table_open_cache_hits,280.22222222222223,278.6666666666667,292.6666666666667,571.3333333333334,832.4444444444446,1113.5555555555557,1371,1610.2222222222222,1937.2222222222222,1847.9101500000002,1838.7530571428567,2703.0054341798823,2369.4646428422934,2119.681901097335,1847.902640435433,2527.0105379922347,2539.4884591391137,2440.912330719886,2306.4032016008,1645.8493246623316,1415.2090045022512,374.9601025641026,427.8756329113924,551.5343921568627,720.9881855345913,1308.6497688442212,1542.5237350069733,1640.3101894521249,1733.797553291536,1770.8077994428972,2029.3333333333335,1864.615275,1747.9423714285713,1596.8953,1076.50056,842.1283999999999,739.6124,660.7439999999999,637.9325999999999
table_open_cache_misses,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.22180326050792948,0.21971019916011808,0.11173863474419268,0.11452758849925213,0.22185246810870768,0.2495321272613849,0.2851033499643621,0.2501250625312656,0.17848924462231117,0.1534767383691846,1.4403076923076923,1.6945569620253162,2.1926890756302524,2.4225849056603774,2.425316582914573,2.460557880055788,2.873536098310292,2.9314851097178685,3.0083565459610027,2.3333333333333335,1.832175,1.3066285714285713,0.9933,0.8995200000000001,0.80885,0.36219999999999997,0.2622,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1.1111111111111112,1,1,0.888888888888889,1,1,1.1111111111111112,1.1111111111111112,1,0.754425,0.7621999999999999,0.8872130420317179,0.8788407966404723,0.7821704432093488,0.5726379424962607,0.8874098724348307,0.8733624454148471,0.9978617248752674,1.0005002501250624,0.7139569784892447,0.6139069534767384,0.48010256410256413,0.3389113924050633,0.4385378151260504,0.5383522012578617,0.7658894472361809,0.8611952580195258,0.8381146953405019,1.0553346394984326,1.0027855153203344,0.888888888888889,0.8622,0.7621999999999999,0.6622,0.44976000000000005,0.34665,0.36219999999999997,0.1311,0.16219999999999998
Slow Queries,4,3.7777777777777777,3.7777777777777777,5.444444444444445,7.666666666666667,8.88888888888889,11.777777777777779,13.333333333333334,14.666666666666668,13.57965,13.610714285714284,19.185982033935897,16.91768533532909,14.861238420977624,13.170672677413995,20.743205768164167,21.210230817217717,21.95295794725588,25.01250625312656,17.848924462231118,15.34767383691846,3.3607179487179493,3.3891139240506325,3.8006610644257703,4.441405660377359,12.764824120603015,14.886375174337516,15.205795186891962,16.06453840125392,16.04456824512535,17.666666666666668,16.489575,16.0062,15.451333333333332,8.208120000000001,6.0085999999999995,5.553733333333334,4.7196,4.703799999999999
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,59.333333333333336,57.66666666666667,66.22222222222223,210.55555555555557,350.6666666666667,497.11111111111114,634.7777777777778,762.5555555555555,930.8888888888889,895.502475,900.5937428571427,1333.2593989131642,1169.8469554280487,1045.7618825708992,911.4105492770484,1249.6949528563505,1255.520898315658,1209.1233071988595,1146.8234117058528,818.3731865932967,703.6908454227114,181.47876923076925,203.0079240506329,261.80707563025214,339.8348270440252,646.2830452261308,764.0032217573222,808.0622969790066,852.5931293103449,867.4094707520892,995.3333333333334,917.8119,862.7015142857142,793.4259666666666,522.9584400000001,404.8872,357.97433333333333,320.27729999999997,312.88379999999995
Table Locks Waited,0,0,0.22222222222222224,4,7,9.666666666666668,12.11111111111111,14.222222222222223,19,18.429525,18.61945714285714,26.949096151713427,22.95971581223234,20.336431523443068,18.095358982881837,24.847476428175263,25.57704304429195,23.09337134711333,22.011005502751374,15.707053526763383,13.505952976488246,1.2002564102564104,1.6945569620253162,1.9003305322128852,5.921874213836478,16.33897487437186,18.33115620641562,18.797715309779825,18.99602351097179,18.607242339832872,29.666666666666668,28.23705,28.201399999999996,25.163599999999995,16.19136,14.21265,13.884333333333334,14.420999999999998,17.031
bytes_received_rate,12854.777777777777,12335,13539.222222222223,29629.666666666668,47095.333333333336,64122,79967,94961.22222222222,115205.22222222222,110012.516775,110295.5665142857,162530.10979261395,143314.76581015342,127464.17150491662,111173.76259764002,153979.70049916804,154914.1609482221,149138.84533143265,142280.64032016008,101531.46493246625,87303.40090045023,20012.835333333336,22042.627506329114,27166.68675070028,36295.705408805035,74834.80259296483,88647.13388423988,92822.51954633897,97743.80445689656,98317.77158774374,117905.8888888889,109331.594325,104386.22991428571,96553.3954,62771.20416,48990.542349999996,44582.1114,40765.938299999994,42515.863999999994
bytes_sent_rate,174906.77777777778,172569.6666666667,183252.55555555556,186674.33333333334,236066.22222222225,251338.7777777778,290909.44444444444,314227.44444444444,332836.22222222225,304231.36545000004,296397.0406571428,409823.6664078962,372776.9120150929,325855.558800057,284034.1458575702,414371.1591791458,421580.16219588264,422969.3513898788,421177.83891945967,300552.50585292646,258434.7219609805,75876.60948717949,111671.47325316456,155373.94789915968,213124.0807264151,298822.1073467337,325825.9672259414,351350.49146851,413460.99847257056,434454.930362117,450075.3333333334,399604.04955,359743.4826571428,307176.2591333333,227778.92808000004,198557.8846,172921.04106666666,110219.17859999998,75833.366
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,27.77777777777778,26.888888888888893,31.888888888888893,95.77777777777779,153.66666666666669,218.55555555555557,276.11111111111114,334.33333333333337,409.6666666666667,393.80985,395.9084571428571,587.8895419762671,515.440127229637,464.497504631609,404.96955293335554,550.0831946755408,550.0935745477229,527.5837491090521,489.9949974987493,349.66043021510757,300.66093046523264,98.18097435897437,115.39932911392404,158.60450980392156,210.36112264150944,301.37749748743715,348.0459121338912,376.43322887864826,406.77287382445144,424.06685236768806,456.44444444444446,413.4249,373.6957714285714,326.0231333333333,242.42064,195.0484,165.76686666666666,137.3928,115.32419999999999
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.9981146722856826,0.8788407966404723,0.7821704432093488,0.6871655309955128,0.9983361064891845,0.9981285090455396,0.9978617248752674,1.0005002501250624,0.7139569784892447,0.6139069534767384,0.24005128205128207,0.3389113924050633,0.4385378151260504,0.5383522012578617,0.6382412060301508,0.7381673640167363,0.8381146953405019,0.9380752351097179,1.0027855153203344,1,0.8622,0.7621999999999999,0.6622,0.5622,0.4622,0.36219999999999997,0.2622,0.16219999999999998
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_tablespace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com analyze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com assign_to_keycache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com begin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com binlog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com call_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_master,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com change_repl_filter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com checksum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com commit,0,0,0.11111111111111112,4.666666666666667,9.777777777777779,14.11111111111111,18.333333333333336,22.666666666666668,27.333333333333336,26.51265,26.785885714285712,38.70466895863369,33.83537067065818,29.27552230297848,25.539652235333225,38.82418191902384,38.802245789145346,38.346400570206704,41.27063531765883,29.450725362681347,25.323661830915462,3.840820512820513,3.728025316455696,3.8006610644257703,3.633877358490566,19.274884422110553,25.589801952580196,26.221016897081416,25.914328369905956,25.403899721448468,31.555555555555554,29.961450000000003,29.834685714285712,30.1301,16.75356,10.6306,9.779399999999999,10.3569,11.6784
com create_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_udf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com create_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com dealloc_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com delete,0,0,0.11111111111111112,4.888888888888889,6.666666666666667,9.444444444444445,14.222222222222223,14.444444444444446,17.666666666666668,17.136225,17.31282857142857,24.17655539536431,19.224642426510332,17.766442924326636,15.346696858899785,14.531336661120354,16.094822208359325,14.255167498218105,10.005002501250624,7.139569784892447,6.139069534767384,0.48010256410256413,0.5083670886075949,0.5847170868347339,1.0767044025157233,8.68008040201005,12.17976150627615,11.973067076292882,11.843199843260189,11.253481894150418,13.333333333333334,12.825225,12.848514285714284,12.581799999999998,6.07176,2.65765,2.6561333333333335,2.7531,3.4061999999999997
com delete_multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com do,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_compression_dictionary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_trigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com drop_view,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com empty_query,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com execute_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com explain_other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com flush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com get_diagnostics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com group_replication_stop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_close,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com ha_read,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com insert,0,0,0.11111111111111112,22.555555555555557,48.66666666666667,75.33333333333334,95.44444444444444,118.88888888888889,151,146.466225,147.9756857142857,224.02129311300877,199.71657103654732,176.882258800057,153.8105513544956,214.30948419301163,214.7223955084217,204.13399857448326,192.59629814907453,137.4367183591796,118.17708854427215,20.64441025641026,16.267746835443038,16.225899159663864,20.591971698113205,83.99254271356784,98.79139888423988,101.2921474654378,100.13953134796239,96.49025069637884,135.44444444444446,130.299975,130.00954285714283,127.1424,72.74868000000001,58.0061,55.4166,59.126099999999994,71.2058
com insert_select,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com install_plugin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com load,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_binlog_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com lock_tables_for_backup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com optimize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com preload_keys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com prepare_sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com purge_before_date,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com release_savepoint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com rename_user,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com repair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
