Avg Threads Running,1,1,1.2,1.5,2.3,2.8000000000000003,3.2,3.6,4.2,4.8999999999999995,5.199999999999999,5.600000000000001,5.800000000000001,6.1,6,6.1,6.2,6.199999999999999,6.6,6.8,6.8999999999999995,7.5,8.1,7.699999999999999,7.800000000000001,7.4,7.3999999999999995,7.300000000000001,7.5,7.9,7.6,6.8,6.3999999999999995,6.6,6.5,6.9,6.7,7.199999999999999,7,6.4,6.5,6.7,6.699999999999999,6.9,6.8,6.6,7.1000000000000005,6.6000000000000005,6,6,6.3,6.3,6.1,6,6,6.3,5.9,5.8999999999999995,5.8,5.3999999999999995,5.3999999999999995,5.3,5.1,5.1,6.4,6.9,8.2,9.5,10.6,11.700000000000001,12.100000000000001,12.7,13.8,14.4,13.600000000000001,13.6,12.7,12,12,11.599999999999998,11.4,11.4,10.9,10.9,10.9,10.5,10.6,10.799999999999997,11.300000000000002,11.200000000000001,11.2,11.100000000000001,10.9,10.4,10.5,10.6,10.399999999999999,10.4,9.700000000000001,9.6,9.600000000000001,9.6,9.8,10.199999999999998,10.1,10.299999999999999,10.2,9.9,9.8,10.1,10.200000000000001,10,10,10.100000000000001,10.1,9.8,9.9,10.5,10.400000000000002,10.5,10.6
Peak Threads Connected,1,1,3,4,9,9,9,9,9,9,9,9,9,9,8,8,8,8,11,11,11,11,11,11,11,11,11,11,13,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,20,20,20,20,20,20,20,20,20,20,18,18,17,15,15,15,15,15,15,15,15,15,15,15,20,20,20,20,20,20,20,20,20,20,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,15,15,15,15
Peak Threads Running,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,19,19,19,19,19,19,19,19,19,19,15,15,11,10,9,7,7,7,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4
Questions,37.333333333333336,38,42.22222222222222,144.22222222222223,255.22222222222223,390.11111111111114,506.7777777777778,637.1111111111111,740.1111111111111,851.1111111111111,997.1111111111111,1139.7777777777778,1172.5555555555557,1171.6666666666667,1170.6666666666667,1195.5555555555557,1178.888888888889,1200.3333333333335,1217.111111111111,1183.2222222222222,1191.888888888889,1190.5555555555557,1204.888888888889,1192.111111111111,1147.3333333333335,1166.4444444444446,1140.5555555555557,1135.5555555555557,1140.888888888889,1131.6666666666667,1114.6666666666667,1093.7777777777778,1080.6666666666667,1127.111111111111,1127,1132,1134.6666666666667,1132.0817596089757,1136.7673179396093,1091.6666666666667,1103.4444444444446,1107.3333333333335,1057.4444444444446,1053,1050.2222222222222,1032,1027.783951989331,1008.896797153025,1052.6666666666667,1049.3333333333335,1084.4444444444446,1105.3333333333335,1080.888888888889,1119.5555555555557,1116.7777777777778,1129.2222222222222,1153.888888888889,1157.6666666666667,1152.4444444444446,1118.6666666666667,1104.3333333333335,1154.5555555555557,1142.2222222222222,1177,1172.3333333333335,1146,1167,1188,1161.3333333333335,1191.5555555555557,1179.888888888889,1161.4444444444446,1123.888888888889,1135.6666666666667,1110.111111111111,1130,1108.3333333333335,1112.2222222222222,1084.6666666666667,1037.5555555555557,1056.6666666666667,1082.7777777777778,1076.888888888889,1098.5555555555557,1057.888888888889,1055.888888888889,1117.5555555555557,1134.5555555555557,1186.6666666666667,1188.111111111111,1185.5555555555557,1187.3333333333335,1184.3333333333335,1198,1180.3333333333335,1138.7777777777778,1175.6666666666667,1154.4444444444446,1111.7777777777778,1104.4444444444446,1115.4444444444446,1103.2222222222222,1098.6666666666667,1132.3333333333335,1154.5555555555557,1146.888888888889,1123.6666666666667,1147.111111111111,1125.5555555555557,1100.6666666666667,1094.2222222222222,1081.7777777777778,1065,1062,1021.6666666666667,1044.111111111111,1076.5555555555557,1109.6666666666667,1096,1113.7777777777778,1116.888888888889
Threads Created,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4444444444444445,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.888888888888889,0.888888888888889,0.888888888888889,0.555432126194179,0.8880994671403197,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.777950655701267,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,3.7777777777777777,3.7777777777777777,3.7777777777777777,3.7777777777777777,3,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.5555555555555556,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.11111111111111112,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4444444444444445,0.4444444444444445,0.4444444444444445
Created Tmp Disk Tables,8.88888888888889,9.222222222222223,9.222222222222223,9.11111111111111,8.777777777777779,9,8.88888888888889,9.11111111111111,9,9,8.88888888888889,8.777777777777779,8.88888888888889,9,8.88888888888889,9.11111111111111,8.777777777777779,9.11111111111111,9.222222222222223,9,9,9.11111111111111,9.11111111111111,9,8.777777777777779,9.11111111111111,9,8.88888888888889,9,9.222222222222223,8.88888888888889,8.88888888888889,8.88888888888889,9,9.11111111111111,8.88888888888889,9,8.998000444345701,8.880994671403197,8.88888888888889,9.11111111111111,9,9,8.777777777777779,9.222222222222223,9,8.890864636585908,8.896797153024911,9,8.88888888888889,9.11111111111111,9.222222222222223,9.11111111111111,8.88888888888889,9.11111111111111,9,9,9.222222222222223,9.222222222222223,9.11111111111111,8.777777777777779,9.11111111111111,9,9,9.222222222222223,9.11111111111111,8.88888888888889,9,9,9,8.777777777777779,8.88888888888889,8.777777777777779,8.88888888888889,9,9,9,8.88888888888889,9.11111111111111,9,9.222222222222223,9.222222222222223,9,9,8.88888888888889,9,9.11111111111111,9.11111111111111,9.11111111111111,8.777777777777779,9,8.88888888888889,9.11111111111111,9.11111111111111,8.88888888888889,8.777777777777779,9,9.11111111111111,9,9,9.222222222222223,8.777777777777779,9,8.88888888888889,9.11111111111111,9,8.777777777777779,9.222222222222223,8.88888888888889,9,9.11111111111111,9.11111111111111,9.11111111111111,8.88888888888889,9,9.11111111111111,8.88888888888889,8.88888888888889,8.777777777777779,8.88888888888889,9
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2.2222222222222223,2.555555555555556,5.555555555555555,10.222222222222223,12.444444444444446,12.777777777777779,15,17.555555555555557,18.88888888888889,20.11111111111111,20,19.11111111111111,18.444444444444446,16.444444444444446,17.22222222222222,15.222222222222223,14,14.11111111111111,12.222222222222223,14.222222222222223,13,11.333333333333334,12.777777777777779,11.666666666666668,13.777777777777777,12.555555555555555,14.777777777777777,14.11111111111111,12.11111111111111,12,12.222222222222223,12.444444444444446,13.11111111111111,10.88888888888889,12.99711175294379,11.545293072824157,10.88888888888889,10.666666666666668,11.555555555555555,10.555555555555555,10.444444444444445,11.333333333333334,11.444444444444445,9.891086908201823,11.009786476868328,13,16.333333333333336,19.666666666666668,18.22222222222222,16.88888888888889,16.555555555555557,16.666666666666668,18.11111111111111,18.11111111111111,17.444444444444446,15.11111111111111,12.555555555555555,13.88888888888889,16.77777777777778,20.22222222222222,23.555555555555557,23.666666666666668,21.555555555555557,23.444444444444446,23.77777777777778,21.444444444444446,21.666666666666668,20.333333333333336,15.88888888888889,14.666666666666668,15.555555555555557,15.666666666666668,17.444444444444446,19.88888888888889,19.88888888888889,19.666666666666668,19.88888888888889,19.88888888888889,20.11111111111111,19.444444444444446,21.666666666666668,18.444444444444446,15.333333333333334,15.666666666666668,17.444444444444446,17.333333333333336,18.444444444444446,16.11111111111111,15,14.777777777777777,16.22222222222222,16.555555555555557,16.333333333333336,14.444444444444446,15.777777777777777,14.666666666666668,15.555555555555557,16.666666666666668,13.444444444444446,11.333333333333334,10.444444444444445,11.555555555555555,14.88888888888889,11.666666666666668,12.666666666666668,13.444444444444446,11.88888888888889,11.777777777777779,10.666666666666668,14.333333333333334,16.444444444444446,12.222222222222223,14.666666666666668,14.666666666666668,13.88888888888889,13,18.444444444444446,20
