,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
7,1695008742539,2.833,0.0,0,0,COMMIT,6212,1695008742536.167
9,1695008758311,1.002,0.0,0,0,COMMIT,6210,1695008758309.998
10,1695008908260,1.247,0.0,0,0,COMMIT,6213,1695008908258.753
11,1695008923960,1.147,0.0,0,0,COMMIT,6219,1695008923958.853
12,1695009029194,1.265,0.0,0,0,COMMIT,6223,1695009029192.735
13,1695009090258,1.366,0.0,0,0,COMMIT,6216,1695009090256.634
14,1695009151238,1.049,0.0,0,0,COMMIT,6230,1695009151236.951
15,1695009304324,1.046,0.0,0,0,COMMIT,6234,1695009304322.954
16,1695009323120,1.095,0.0,0,0,COMMIT,6235,1695009323118.905
17,1695009363451,1.037,0.0,0,0,COMMIT,6236,1695009363449.963
18,1695009506203,1.19,0.0,0,0,COMMIT,6243,1695009506201.81
19,1695008617375,1.165,0.0,0,0,COMMIT,6246,1695008617373.835
24,1695008851954,1.237,0.0,0,0,COMMIT,6257,1695008851952.763
25,1695008956102,1.164,0.0,0,0,COMMIT,6248,1695008956100.836
26,1695008969590,1.003,0.0,0,0,COMMIT,6260,1695008969588.997
27,1695009146283,1.01,0.0,0,0,COMMIT,6253,1695009146281.99
28,1695009171137,1.079,0.0,0,0,COMMIT,6261,1695009171135.921
29,1695009211047,1.059,0.0,0,0,COMMIT,6263,1695009211045.941
30,1695009372851,1.048,0.0,0,0,COMMIT,6265,1695009372849.952
31,1695009520065,1.287,0.0,0,0,COMMIT,6275,1695009520063.713
32,1695009541536,1.115,0.0,0,0,COMMIT,6280,1695009541534.885
33,1695009569860,1.01,0.0,0,0,COMMIT,6270,1695009569858.99
34,1695008609389,1.142,0.0,0,0,COMMIT,6282,1695008609387.858
39,1695008743417,1.228,0.0,0,0,COMMIT,6288,1695008743415.772
41,1695009041139,1.039,0.0,0,0,COMMIT,6284,1695009041137.961
42,1695009187866,1.116,0.0,0,0,COMMIT,6304,1695009187864.884
43,1695009298275,1.028,0.0,0,0,COMMIT,6305,1695009298273.972
44,1695009302404,1.118,0.0,0,0,ROLLBACK,6307,1695009302402.882
45,1695009396993,1.156,0.0,0,0,COMMIT,6315,1695009396991.844
46,1695009439026,1.089,0.0,0,0,COMMIT,6308,1695009439024.911
47,1695009552312,1.07,0.0,0,0,COMMIT,6317,1695009552310.93
48,1695009562967,1.121,0.0,0,0,COMMIT,6320,1695009562965.879
49,1695008618834,1.019,0.0,0,0,COMMIT,6318,1695008618832.981
50,1695008679716,1.066,0.0,0,0,COMMIT,6319,1695008679714.934
55,1695008918433,1.029,0.0,0,0,COMMIT,6332,1695008918431.971
56,1695008937771,1.618,0.104,1,398,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 3\
              AND OL_O_ID < 25028\
              AND OL_O_ID >= 25008\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 10",6336,1695008937769.382
57,1695008998084,1.007,0.0,0,0,COMMIT,6338,1695008998082.993
58,1695009297685,1.185,0.0,0,0,COMMIT,6350,1695009297683.815
59,1695009506194,1.193,0.0,0,0,COMMIT,6352,1695009506192.807
60,1695009527093,1.097,0.0,0,0,COMMIT,6354,1695009527091.903
61,1695008681603,1.306,0.0,0,0,COMMIT,6360,1695008681601.694
62,1695008690488,1.543,0.088,1,356,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 10\
              AND OL_O_ID < 25393\
              AND OL_O_ID >= 25373\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 18",6362,1695008690486.457
67,1695008736832,1.039,0.0,0,0,COMMIT,6358,1695008736830.961
69,1695008753229,1.346,0.0,0,0,COMMIT,6357,1695008753227.654
70,1695008824783,1.458,0.087,0,1,UPDATE district SET D_NEXT_O_ID = 25245 WHERE D_ID = 5 AND D_W_ID = 4,6365,1695008824781.542
71,1695008960335,1.146,0.0,0,0,COMMIT,6372,1695008960333.854
72,1695009030262,1.004,0.0,0,0,COMMIT,6367,1695009030260.996
73,1695009191659,1.084,0.0,0,0,COMMIT,6382,1695009191657.916
74,1695009297778,1.032,0.0,0,0,COMMIT,6383,1695009297776.968
75,1695009326711,1.016,0.0,0,0,COMMIT,6380,1695009326709.984
76,1695009439187,1.051,0.0,0,0,COMMIT,6384,1695009439185.949
77,1695009471332,1.631,0.0,0,0,COMMIT,6387,1695009471330.369
78,1695009474965,1.027,0.0,0,0,COMMIT,6391,1695009474963.973
79,1695009478003,1.268,0.0,0,0,ROLLBACK,6389,1695009478001.732
80,1695009544690,1.21,0.0,0,0,COMMIT,6393,1695009544688.79
81,1695008633903,1.199,0.0,0,0,COMMIT,6398,1695008633901.801
82,1695008652277,1.072,0.0,0,0,ROLLBACK,6399,1695008652275.928
89,1695008820036,1.398,0.084,1,388,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 8\
              AND OL_O_ID < 25251\
              AND OL_O_ID >= 25231\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 19",6405,1695008820034.602
90,1695008829230,1.245,0.0,0,0,COMMIT,6397,1695008829228.755
91,1695008830326,1.167,0.0,0,0,COMMIT,6404,1695008830324.833
92,1695008849337,1.423,0.0,0,0,COMMIT,6406,1695008849335.577
93,1695009002333,1.677,0.101,1,410,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 9\
              AND OL_O_ID < 25295\
              AND OL_O_ID >= 25275\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 15",6413,1695009002331.323
94,1695009006472,1.087,0.0,0,0,COMMIT,6412,1695009006470.913
95,1695009055368,1.1,0.0,0,0,COMMIT,6415,1695009055366.9
96,1695009055943,1.536,0.0,0,0,COMMIT,6416,1695009055941.464
97,1695009080755,1.339,0.0,0,0,COMMIT,6407,1695009080753.661
98,1695009138113,2.091,0.0,0,0,COMMIT,6418,1695009138110.909
99,1695009166693,1.54,0.1,1,390,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 5\
              AND OL_O_ID < 25311\
              AND OL_O_ID >= 25291\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 11",6420,1695009166691.46
100,1695009211679,1.401,0.0,0,0,COMMIT,6421,1695009211677.599
101,1695009270774,1.397,0.0,0,0,COMMIT,6424,1695009270772.603
102,1695009311697,1.347,0.0,0,0,COMMIT,6419,1695009311695.653
103,1695009357474,1.008,0.0,0,0,COMMIT,6427,1695009357472.992
104,1695009386790,1.025,0.0,0,0,COMMIT,6423,1695009386788.975
105,1695009501997,1.05,0.0,0,0,COMMIT,6432,1695009501995.95
106,1695009526366,1.045,0.0,0,0,COMMIT,6433,1695009526364.955
107,1695008606823,1.101,0.0,0,0,COMMIT,6437,1695008606821.899
108,1695008651660,1.041,0.0,0,0,COMMIT,6438,1695008651658.959
111,1695008748659,1.07,0.0,0,0,COMMIT,6434,1695008748657.93
113,1695008795535,1.031,0.0,0,0,COMMIT,6446,1695008795533.969
114,1695008826022,1.045,0.0,0,0,COMMIT,6431,1695008826020.955
115,1695008894220,1.251,0.0,0,0,COMMIT,6435,1695008894218.749
116,1695008964425,1.089,0.0,0,0,COMMIT,6452,1695008964423.911
117,1695009018481,1.365,0.0,0,0,COMMIT,6449,1695009018479.635
118,1695009045834,1.111,0.0,0,0,COMMIT,6450,1695009045832.889
119,1695009083457,1.064,0.0,0,0,COMMIT,6445,1695009083455.936
120,1695009097632,1.128,0.0,0,0,COMMIT,6458,1695009097630.872
121,1695009150206,1.095,0.0,0,0,COMMIT,6460,1695009150204.905
122,1695009224638,1.112,0.0,0,0,COMMIT,6463,1695009224636.888
123,1695009253800,1.168,0.0,0,0,COMMIT,6456,1695009253798.832
124,1695009271678,1.019,0.0,0,0,COMMIT,6459,1695009271676.981
125,1695009307601,1.135,0.0,0,0,COMMIT,6466,1695009307599.865
126,1695009328677,1.068,0.0,0,0,ROLLBACK,6464,1695009328675.932
127,1695009387193,1.078,0.0,0,0,COMMIT,6470,1695009387191.922
128,1695009432388,1.306,0.0,0,0,COMMIT,6471,1695009432386.694
129,1695009449777,1.12,0.0,0,0,COMMIT,6457,1695009449775.88
130,1695009457224,1.081,0.0,0,0,COMMIT,6461,1695009457222.919
131,1695009512718,1.415,0.104,1,364,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 10\
              AND OL_O_ID < 25009\
              AND OL_O_ID >= 24989\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",6475,1695009512716.585
132,1695009513829,1.045,0.0,0,0,COMMIT,6473,1695009513827.955
133,1695008578845,1.178,0.0,0,0,COMMIT,6468,1695008578843.822
134,1695008582273,1.487,0.091,1,360,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 2\
              AND OL_O_ID < 25090\
              AND OL_O_ID >= 25070\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",6478,1695008582271.513
135,1695008646835,1.276,0.0,0,0,ROLLBACK,6477,1695008646833.724
136,1695008657309,1.485,0.0,0,0,COMMIT,6472,1695008657307.515
137,1695008712658,1.187,0.0,0,0,COMMIT,6481,1695008712656.813
142,1695008801925,1.335,0.0,0,0,COMMIT,6485,1695008801923.665
143,1695008828232,1.057,0.0,0,0,COMMIT,6487,1695008828230.943
144,1695008875273,1.326,0.0,0,0,COMMIT,6474,1695008875271.674
145,1695008887493,1.027,0.0,0,0,COMMIT,6489,1695008887491.973
146,1695008920656,1.431,0.0,0,0,COMMIT,6491,1695008920654.569
147,1695008925476,1.125,0.0,0,0,COMMIT,6492,1695008925474.875
148,1695008945358,1.949,0.102,1,404,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 6\
              AND OL_O_ID < 25097\
              AND OL_O_ID >= 25077\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 12",6495,1695008945356.051
149,1695008962722,1.156,0.0,0,0,COMMIT,6476,1695008962720.844
150,1695009002916,1.066,0.0,0,0,COMMIT,6488,1695009002914.934
151,1695009022732,1.014,0.0,0,0,COMMIT,6497,1695009022730.986
152,1695009068409,1.106,0.0,0,0,COMMIT,6493,1695009068407.894
153,1695009108465,1.115,0.0,0,0,COMMIT,6490,1695009108463.885
154,1695009140545,1.07,0.0,0,0,COMMIT,6501,1695009140543.93
155,1695009250934,1.069,0.0,0,0,COMMIT,6500,1695009250932.931
156,1695009313860,1.063,0.0,0,0,COMMIT,6503,1695009313858.937
157,1695009339167,1.224,0.0,0,0,COMMIT,6509,1695009339165.776
158,1695009351967,1.395,0.0,0,0,COMMIT,6505,1695009351965.605
159,1695009421047,1.088,0.0,0,0,COMMIT,6507,1695009421045.912
160,1695009421930,1.476,0.0,0,0,COMMIT,6513,1695009421928.524
161,1695009492056,1.043,0.0,0,0,COMMIT,6515,1695009492054.957
162,1695009545286,1.034,0.0,0,0,COMMIT,6518,1695009545284.966
163,1695008658693,1.155,0.0,0,0,COMMIT,6516,1695008658691.845
165,1695008712519,2.024,0.0,0,0,COMMIT,6519,1695008712516.976
170,1695008893455,1.3,0.0,0,0,COMMIT,6525,1695008893453.7
171,1695008895214,1.569,0.08,1,424,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 6\
              AND OL_O_ID < 25070\
              AND OL_O_ID >= 25050\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",6534,1695008895212.431
172,1695008933914,1.109,0.0,0,0,COMMIT,6530,1695008933912.891
173,1695008947649,1.054,0.0,0,0,COMMIT,6535,1695008947647.946
174,1695009035141,1.073,0.0,0,0,COMMIT,6529,1695009035139.927
175,1695009157817,1.05,0.0,0,0,COMMIT,6543,1695009157815.95
176,1695009180143,1.021,0.0,0,0,COMMIT,6542,1695009180141.979
177,1695009210857,1.028,0.0,0,0,COMMIT,6537,1695009210855.972
178,1695009253186,1.007,0.0,0,0,COMMIT,6546,1695009253184.993
179,1695009311986,1.22,0.0,0,0,COMMIT,6544,1695009311984.78
180,1695009334453,1.146,0.093,1,410,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 5\
              AND OL_O_ID < 25090\
              AND OL_O_ID >= 25070\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 15",6550,1695009334451.854
181,1695009443817,1.235,0.0,0,0,COMMIT,6553,1695009443815.765
182,1695009458362,1.01,0.0,0,0,COMMIT,6548,1695009458360.99
183,1695008619284,1.012,0.0,0,0,COMMIT,6565,1695008619282.988
184,1695008643761,1.086,0.0,0,0,COMMIT,6566,1695008643759.914
185,1695008708468,1.272,0.0,0,0,COMMIT,6560,1695008708466.728
190,1695008736884,1.042,0.0,0,0,COMMIT,6569,1695008736882.958
192,1695008803168,1.071,0.0,0,0,COMMIT,6573,1695008803166.929
193,1695008851279,1.039,0.0,0,0,COMMIT,6567,1695008851277.961
194,1695009013992,1.488,0.0,0,0,COMMIT,6581,1695009013990.512
195,1695009047469,1.101,0.0,0,0,COMMIT,6578,1695009047467.899
196,1695009107116,1.009,0.0,0,0,COMMIT,6579,1695009107114.991
197,1695009170142,1.224,0.0,0,0,COMMIT,6580,1695009170140.776
198,1695009232123,1.107,0.0,0,0,COMMIT,6590,1695009232121.893
199,1695009246199,1.003,0.0,0,0,COMMIT,6585,1695009246197.997
200,1695009399934,1.178,0.0,0,0,COMMIT,6589,1695009399932.822
201,1695009460473,1.125,0.0,0,0,COMMIT,6592,1695009460471.875
202,1695008617259,1.004,0.0,0,0,COMMIT,6591,1695008617257.996
203,1695008644191,2.1,0.089,1,376,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 4\
              AND OL_O_ID < 25481\
              AND OL_O_ID >= 25461\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",6606,1695008644188.9
204,1695008724330,1.222,0.0,0,0,COMMIT,6607,1695008724328.778
207,1695008733225,9.445,0.0,0,0,COMMIT,6604,1695008733215.555
208,1695008736304,10.127,0.0,0,0,COMMIT,6605,1695008736293.873
209,1695008737241,2.866,0.0,0,0,COMMIT,6600,1695008737238.134
211,1695008750863,1.748,0.064,1,1,"SELECT S_QUANTITY, S_DATA, S_YTD, S_ORDER_CNT, S_REMOTE_CNT, S_DIST_06 FROM stock WHERE S_I_ID = 74267 AND S_W_ID = 1",6603,1695008750861.252
213,1695008926988,1.182,0.0,0,0,COMMIT,6612,1695008926986.818
214,1695009155315,1.199,0.0,0,0,COMMIT,6620,1695009155313.801
215,1695009161921,1.724,0.114,1,360,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 10\
              AND OL_O_ID < 24973\
              AND OL_O_ID >= 24953\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",6625,1695009161919.276
216,1695009194515,1.044,0.0,0,0,COMMIT,6621,1695009194513.956
217,1695009341406,1.275,0.0,0,0,COMMIT,6622,1695009341404.725
218,1695009352830,1.047,0.0,0,0,COMMIT,6629,1695009352828.953
219,1695009369628,1.017,0.0,0,0,COMMIT,6633,1695009369626.983
220,1695009394929,3.244,0.0,0,0,COMMIT,6626,1695009394925.756
221,1695009415774,1.045,0.0,0,0,COMMIT,6635,1695009415772.955
