,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
2,1695010275085,1.255,0.0,0,0,COMMIT,42247,1695010275083.745
5,1695010358819,1.653,0.089,1,408,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 9\
              AND OL_O_ID < 25632\
              AND OL_O_ID >= 25612\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 20",42253,1695010358817.347
8,1695010464943,1.049,0.0,0,0,COMMIT,42256,1695010464941.951
9,1695010671638,1.703,0.082,1,400,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 6\
              AND OL_O_ID < 25478\
              AND OL_O_ID >= 25458\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",42266,1695010671636.297
10,1695010731398,1.023,0.0,0,0,COMMIT,42267,1695010731396.977
11,1695010825386,1.101,0.0,0,0,COMMIT,42272,1695010825384.899
12,1695010912631,1.064,0.0,0,0,COMMIT,42277,1695010912629.936
13,1695011046241,1.045,0.0,0,0,COMMIT,42283,1695011046239.955
14,1695011125492,1.003,0.0,0,0,COMMIT,42286,1695011125490.997
15,1695011199991,1.056,0.0,0,0,COMMIT,42282,1695011199989.944
19,1695010385417,1.108,0.0,0,0,COMMIT,42297,1695010385415.892
20,1695010550392,1.201,0.0,0,0,COMMIT,42300,1695010550390.799
21,1695010566778,1.051,0.0,0,0,COMMIT,42302,1695010566776.949
22,1695010647136,1.079,0.0,0,0,COMMIT,42301,1695010647134.921
23,1695010718214,1.684,0.076,1,378,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 5\
              AND OL_O_ID < 25616\
              AND OL_O_ID >= 25596\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 12",42307,1695010718212.316
24,1695010750560,1.014,0.0,0,0,COMMIT,42308,1695010750558.986
25,1695010768624,1.092,0.0,0,0,COMMIT,42306,1695010768622.908
26,1695011136867,1.05,0.0,0,0,COMMIT,42318,1695011136865.95
30,1695010371702,1.146,0.0,0,0,COMMIT,42329,1695010371700.854
32,1695010444619,1.016,0.0,0,0,COMMIT,42335,1695010444617.984
33,1695010539715,1.023,0.0,0,0,COMMIT,42339,1695010539713.977
34,1695010614280,1.038,0.0,0,0,COMMIT,42332,1695010614278.962
35,1695010818136,1.104,0.0,0,0,COMMIT,42341,1695010818134.896
36,1695010865079,1.006,0.0,0,0,COMMIT,42331,1695010865077.994
37,1695011013800,1.015,0.0,0,0,COMMIT,42348,1695011013798.985
38,1695010260743,1.082,0.0,0,0,COMMIT,42359,1695010260741.918
